"﻿""GEO_ID""",NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0081E,DP05_0082E,DP05_0033PE,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0071PM,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0081PE
Geography,Geographic Area Name,Estimate!!Race alone or in combination with one or more other races!!Total population,Estimate!!Race alone or in combination with one or more other races!!Total population!!White,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!Race alone or in combination with one or more other races!!Total population!!Some Other Race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent!!RACE!!Total population,Percent!!Race alone or in combination with one or more other races!!Total population!!White,Percent!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Percent!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent!!Race alone or in combination with one or more other races!!Total population!!Asian,Percent!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Percent!!Race alone or in combination with one or more other races!!Total population!!Some Other Race,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
0500000US06037,"Los Angeles County, California",9848406,5010533,927348,266083,1689402,57803,3644809,9848406,4753369,5095037,2477324,9848406,50.9,9.4,2.7,0.1,17.2,0.6,37,48.3,51.7
1400000US06037183820,Census Tract 1838.20; Los Angeles County; California,3573,1719,211,349,601,12,1717,3573,2502,1071,350,3573,48.1,5.9,9.8,6.6,16.8,0.3,48.1,70,30
1400000US06037185101,Census Tract 1851.01; Los Angeles County; California,2408,1145,32,295,245,0,1109,2408,1224,1184,925,2408,47.5,1.3,12.3,8.7,10.2,0,46.1,50.8,49.2
1400000US06037185102,Census Tract 1851.02; Los Angeles County; California,3503,3004,94,19,431,23,788,3503,891,2612,2075,3503,85.8,2.7,0.5,1,12.3,0.7,22.5,25.4,74.6
1400000US06037185202,Census Tract 1852.02; Los Angeles County; California,4099,2773,62,165,587,32,1447,4099,1686,2413,1778,4099,67.7,1.5,4,2.7,14.3,0.8,35.3,41.1,58.9
1400000US06037185203,Census Tract 1852.03; Los Angeles County; California,2497,1095,115,75,417,0,1570,2497,1721,776,346,2497,43.9,4.6,3,2.2,16.7,0,62.9,68.9,31.1
1400000US06037185204,Census Tract 1852.04; Los Angeles County; California,1888,1012,103,66,528,10,451,1888,580,1308,702,1888,53.6,5.5,3.5,2.9,28,0.5,23.9,30.7,69.3
1400000US06037185310,Census Tract 1853.10; Los Angeles County; California,2871,1224,47,52,223,0,1806,2871,2350,521,257,2871,42.6,1.6,1.8,1.9,7.8,0,62.9,81.9,18.1
1400000US06037185320,Census Tract 1853.20; Los Angeles County; California,2871,1255,9,220,156,0,2056,2871,2447,424,266,2871,43.7,0.3,7.7,6.1,5.4,0,71.6,85.2,14.8
1400000US06037186100,Census Tract 1861; Los Angeles County; California,4633,2508,119,87,1110,0,1463,4633,1714,2919,1673,4633,54.1,2.6,1.9,1.4,24,0,31.6,37,63
1400000US06037186201,Census Tract 1862.01; Los Angeles County; California,3374,1860,82,0,1320,0,794,3374,1108,2266,861,3374,55.1,2.4,0,1.2,39.1,0,23.5,32.8,67.2
1400000US06037186202,Census Tract 1862.02; Los Angeles County; California,1808,965,104,171,687,7,425,1808,668,1140,416,1808,53.4,5.8,9.5,5.7,38,0.4,23.5,36.9,63.1
1400000US06037186203,Census Tract 1862.03; Los Angeles County; California,2753,2121,51,46,286,0,669,2753,1035,1718,1402,2753,77,1.9,1.7,1.8,10.4,0,24.3,37.6,62.4
1400000US06037186301,Census Tract 1863.01; Los Angeles County; California,2729,1270,174,286,390,0,1221,2729,1658,1071,513,2729,46.5,6.4,10.5,6,14.3,0,44.7,60.8,39.2
1400000US06037186302,Census Tract 1863.02; Los Angeles County; California,4719,2832,111,443,1115,0,1089,4719,1683,3036,1874,4719,60,2.4,9.4,6.5,23.6,0,23.1,35.7,64.3
1400000US06037186401,Census Tract 1864.01; Los Angeles County; California,2948,1004,78,584,347,0,2057,2948,2374,574,142,2948,34.1,2.6,19.8,10.8,11.8,0,69.8,80.5,19.5
1400000US06037186403,Census Tract 1864.03; Los Angeles County; California,2533,881,93,250,507,42,1300,2533,1623,910,367,2533,34.8,3.7,9.9,6.5,20,1.7,51.3,64.1,35.9
1400000US06037186404,Census Tract 1864.04; Los Angeles County; California,2528,1276,141,157,207,0,1379,2528,1618,910,562,2528,50.5,5.6,6.2,4.2,8.2,0,54.5,64,36
1400000US06037187101,Census Tract 1871.01; Los Angeles County; California,3114,1516,114,46,747,4,1092,3114,1152,1962,1053,3114,48.7,3.7,1.5,2,24,0.1,35.1,37,63
1400000US06037187102,Census Tract 1871.02; Los Angeles County; California,4494,1720,194,560,1550,0,1590,4494,1958,2536,749,4494,38.3,4.3,12.5,8.3,34.5,0,35.4,43.6,56.4
1400000US06037187200,Census Tract 1872; Los Angeles County; California,2908,1500,48,57,497,94,1204,2908,1614,1294,754,2908,51.6,1.7,2,1.7,17.1,3.2,41.4,55.5,44.5
1400000US06037187300,Census Tract 1873; Los Angeles County; California,3820,2942,208,48,609,0,558,3820,940,2880,2054,3820,77,5.4,1.3,1.4,15.9,0,14.6,24.6,75.4
1400000US06037188100,Census Tract 1881; Los Angeles County; California,3756,2312,209,19,538,0,1163,3756,1442,2314,1596,3756,61.6,5.6,0.5,0.8,14.3,0,31,38.4,61.6
1400000US06037188201,Census Tract 1882.01; Los Angeles County; California,2839,2226,106,93,363,0,314,2839,574,2265,1780,2839,78.4,3.7,3.3,3,12.8,0,11.1,20.2,79.8
1400000US06037188202,Census Tract 1882.02; Los Angeles County; California,3043,1951,540,76,757,0,198,3043,350,2693,1538,3043,64.1,17.7,2.5,3.1,24.9,0,6.5,11.5,88.5
1400000US06037188300,Census Tract 1883; Los Angeles County; California,3228,1853,61,33,1135,0,645,3228,644,2584,1304,3228,57.4,1.9,1,1.7,35.2,0,20,20,80
1400000US06037189101,Census Tract 1891.01; Los Angeles County; California,2461,1886,109,0,359,0,193,2461,271,2190,1729,2461,76.6,4.4,0,1.7,14.6,0,7.8,11,89
1400000US06037189102,Census Tract 1891.02; Los Angeles County; California,3797,3016,118,27,665,23,199,3797,322,3475,2628,3797,79.4,3.1,0.7,0.8,17.5,0.6,5.2,8.5,91.5
1400000US06037189201,Census Tract 1892.01; Los Angeles County; California,2779,2168,54,32,243,0,603,2779,727,2052,1767,2779,78,1.9,1.2,1.4,8.7,0,21.7,26.2,73.8
1400000US06037189202,Census Tract 1892.02; Los Angeles County; California,3167,2756,106,21,440,30,280,3167,390,2777,2235,3167,87,3.3,0.7,0.8,13.9,0.9,8.8,12.3,87.7
1400000US06037189300,Census Tract 1893; Los Angeles County; California,2754,1996,89,5,605,0,226,2754,142,2612,1815,2754,72.5,3.2,0.2,1.1,22,0,8.2,5.2,94.8
1400000US06037189400,Census Tract 1894; Los Angeles County; California,3011,2584,317,8,182,9,268,3011,325,2686,2205,3011,85.8,10.5,0.3,0.5,6,0.3,8.9,10.8,89.2
1400000US06037189501,Census Tract 1895.01; Los Angeles County; California,2214,1821,209,12,141,0,110,2214,185,2029,1691,2214,82.2,9.4,0.5,0.9,6.4,0,5,8.4,91.6
1400000US06037189502,Census Tract 1895.02; Los Angeles County; California,1842,1364,177,9,123,49,282,1842,413,1429,1078,1842,74,9.6,0.5,0.8,6.7,2.7,15.3,22.4,77.6
1400000US06037189600,Census Tract 1896; Los Angeles County; California,3658,2998,201,14,464,92,453,3658,591,3067,2441,3658,82,5.5,0.4,0.6,12.7,2.5,12.4,16.2,83.8
1400000US06037189702,Census Tract 1897.02; Los Angeles County; California,2393,2010,295,41,153,38,174,2393,293,2100,1715,2393,84,12.3,1.7,2,6.4,1.6,7.3,12.2,87.8
1400000US06037189703,Census Tract 1897.03; Los Angeles County; California,1993,1228,483,0,315,0,119,1993,129,1864,1009,1993,61.6,24.2,0,2.1,15.8,0,6,6.5,93.5
1400000US06037189704,Census Tract 1897.04; Los Angeles County; California,2099,1550,172,11,160,0,420,2099,519,1580,1326,2099,73.8,8.2,0.5,0.8,7.6,0,20,24.7,75.3
1400000US06037189801,Census Tract 1898.01; Los Angeles County; California,2192,1886,138,63,182,70,164,2192,294,1898,1573,2192,86,6.3,2.9,3,8.3,3.2,7.5,13.4,86.6
1400000US06037189802,Census Tract 1898.02; Los Angeles County; California,1979,1604,184,32,149,0,342,1979,403,1576,1198,1979,81.1,9.3,1.6,2.7,7.5,0,17.3,20.4,79.6
1400000US06037189903,Census Tract 1899.03; Los Angeles County; California,2191,1839,137,0,181,14,239,2191,316,1875,1542,2191,83.9,6.3,0,1.9,8.3,0.6,10.9,14.4,85.6
1400000US06037189904,Census Tract 1899.04; Los Angeles County; California,2432,1730,251,5,207,9,545,2432,558,1874,1374,2432,71.1,10.3,0.2,0.3,8.5,0.4,22.4,22.9,77.1
1400000US06037189905,Census Tract 1899.05; Los Angeles County; California,2421,1903,328,0,143,0,496,2421,577,1844,1437,2421,78.6,13.5,0,1.7,5.9,0,20.5,23.8,76.2
1400000US06037189906,Census Tract 1899.06; Los Angeles County; California,2491,1638,341,0,528,0,307,2491,324,2167,1367,2491,65.8,13.7,0,1.7,21.2,0,12.3,13,87
1400000US06037189907,Census Tract 1899.07; Los Angeles County; California,2543,1883,260,3,350,0,462,2543,521,2022,1389,2543,74,10.2,0.1,0.3,13.8,0,18.2,20.5,79.5
1400000US06037190101,Census Tract 1901.01; Los Angeles County; California,1599,1017,352,77,136,6,207,1599,207,1392,782,1599,63.6,22,4.8,4.2,8.5,0.4,12.9,12.9,87.1
1400000US06037190102,Census Tract 1901.02; Los Angeles County; California,2249,1532,344,136,437,0,439,2249,606,1643,1138,2249,68.1,15.3,6,7.4,19.4,0,19.5,26.9,73.1
1400000US06037190201,Census Tract 1902.01; Los Angeles County; California,3673,2389,321,42,444,9,1373,3673,1901,1772,971,3673,65,8.7,1.1,1,12.1,0.2,37.4,51.8,48.2
1400000US06037190202,Census Tract 1902.02; Los Angeles County; California,2720,1603,588,65,602,19,310,2720,472,2248,1138,2720,58.9,21.6,2.4,2.3,22.1,0.7,11.4,17.4,82.6
1400000US06037190302,Census Tract 1903.02; Los Angeles County; California,2711,1534,122,21,467,0,663,2711,596,2115,1375,2711,56.6,4.5,0.8,1.2,17.2,0,24.5,22,78
1400000US06037190303,Census Tract 1903.03; Los Angeles County; California,2544,1923,133,110,437,0,263,2544,336,2208,1539,2544,75.6,5.2,4.3,4.4,17.2,0,10.3,13.2,86.8
1400000US06037190401,Census Tract 1904.01; Los Angeles County; California,2784,1931,373,28,179,0,656,2784,813,1971,1466,2784,69.4,13.4,1,1.1,6.4,0,23.6,29.2,70.8
1400000US06037190402,Census Tract 1904.02; Los Angeles County; California,2419,1662,199,174,379,0,359,2419,473,1946,1302,2419,68.7,8.2,7.2,6.3,15.7,0,14.8,19.6,80.4
1400000US06037190510,Census Tract 1905.10; Los Angeles County; California,3884,1707,269,298,706,0,1236,3884,1665,2219,1254,3884,43.9,6.9,7.7,5.7,18.2,0,31.8,42.9,57.1
1400000US06037190520,Census Tract 1905.20; Los Angeles County; California,3462,1829,398,221,681,0,1018,3462,1269,2193,1245,3462,52.8,11.5,6.4,4.6,19.7,0,29.4,36.7,63.3
1400000US06037190701,Census Tract 1907.01; Los Angeles County; California,1643,887,243,9,359,11,419,1643,454,1189,648,1643,54,14.8,0.5,0.9,21.9,0.7,25.5,27.6,72.4
1400000US06037190702,Census Tract 1907.02; Los Angeles County; California,1412,894,119,62,242,0,261,1412,385,1027,673,1412,63.3,8.4,4.4,3.4,17.1,0,18.5,27.3,72.7
1400000US06037190801,Census Tract 1908.01; Los Angeles County; California,3073,1578,510,73,348,47,891,3073,1279,1794,1019,3073,51.4,16.6,2.4,3.2,11.3,1.5,29,41.6,58.4
1400000US06037190802,Census Tract 1908.02; Los Angeles County; California,2973,1991,587,356,463,128,713,2973,898,2075,1013,2973,67,19.7,12,10.1,15.6,4.3,24,30.2,69.8
1400000US06037190901,Census Tract 1909.01; Los Angeles County; California,3420,1616,214,140,154,0,2119,3420,2409,1011,641,3420,47.3,6.3,4.1,3.4,4.5,0,62,70.4,29.6
1400000US06037190902,Census Tract 1909.02; Los Angeles County; California,3925,1730,260,145,281,24,1896,3925,2540,1385,912,3925,44.1,6.6,3.7,4.3,7.2,0.6,48.3,64.7,35.3
1400000US06037191000,Census Tract 1910; Los Angeles County; California,5335,2541,388,152,1195,37,1402,5335,1513,3822,1962,5335,47.6,7.3,2.8,1.9,22.4,0.7,26.3,28.4,71.6
1400000US06037191110,Census Tract 1911.10; Los Angeles County; California,3808,2843,116,27,445,0,613,3808,1105,2703,2126,3808,74.7,3,0.7,1.4,11.7,0,16.1,29,71
1400000US06037191120,Census Tract 1911.20; Los Angeles County; California,3776,1562,261,203,434,12,1752,3776,1992,1784,1058,3776,41.4,6.9,5.4,4.6,11.5,0.3,46.4,52.8,47.2
1400000US06037191201,Census Tract 1912.01; Los Angeles County; California,5722,3649,451,129,561,0,1631,5722,1759,3963,2906,5722,63.8,7.9,2.3,3.2,9.8,0,28.5,30.7,69.3
1400000US06037191203,Census Tract 1912.03; Los Angeles County; California,2010,714,38,32,632,0,738,2010,820,1190,490,2010,35.5,1.9,1.6,1.5,31.4,0,36.7,40.8,59.2
1400000US06037191204,Census Tract 1912.04; Los Angeles County; California,1532,485,168,98,280,9,624,1532,699,833,381,1532,31.7,11,6.4,5.6,18.3,0.6,40.7,45.6,54.4
1400000US06037191301,Census Tract 1913.01; Los Angeles County; California,2077,731,197,68,505,0,760,2077,852,1225,546,2077,35.2,9.5,3.3,2.2,24.3,0,36.6,41,59
1400000US06037191302,Census Tract 1913.02; Los Angeles County; California,1825,728,148,9,477,0,562,1825,573,1252,608,1825,39.9,8.1,0.5,0.7,26.1,0,30.8,31.4,68.6
1400000US06037191410,Census Tract 1914.10; Los Angeles County; California,3363,1077,97,27,582,0,1835,3363,2149,1214,543,3363,32,2.9,0.8,1.2,17.3,0,54.6,63.9,36.1
1400000US06037191420,Census Tract 1914.20; Los Angeles County; California,3065,1582,49,39,489,26,1817,3065,1952,1113,543,3065,51.6,1.6,1.3,1.2,16,0.8,59.3,63.7,36.3
1400000US06037191500,Census Tract 1915; Los Angeles County; California,5491,2044,363,195,1041,40,2399,5491,2974,2517,1133,5491,37.2,6.6,3.6,3.5,19,0.7,43.7,54.2,45.8
1400000US06037191610,Census Tract 1916.10; Los Angeles County; California,3653,1066,315,49,636,0,1843,3653,1984,1669,740,3653,29.2,8.6,1.3,1.2,17.4,0,50.5,54.3,45.7
1400000US06037191620,Census Tract 1916.20; Los Angeles County; California,2773,735,48,9,718,0,1421,2773,1535,1238,521,2773,26.5,1.7,0.3,0.6,25.9,0,51.2,55.4,44.6
1400000US06037191710,Census Tract 1917.10; Los Angeles County; California,2569,893,80,15,186,11,1656,2569,2014,555,440,2569,34.8,3.1,0.6,0.9,7.2,0.4,64.5,78.4,21.6
1400000US06037191720,Census Tract 1917.20; Los Angeles County; California,3408,1129,324,70,341,0,1754,3408,2403,1005,321,3408,33.1,9.5,2.1,2.1,10,0,51.5,70.5,29.5
1400000US06037191810,Census Tract 1918.10; Los Angeles County; California,2780,1024,425,112,127,47,1182,2780,1544,1236,638,2780,36.8,15.3,4,4.6,4.6,1.7,42.5,55.5,44.5
1400000US06037191820,Census Tract 1918.20; Los Angeles County; California,3777,2638,239,83,622,20,670,3777,888,2889,1964,3777,69.8,6.3,2.2,2.4,16.5,0.5,17.7,23.5,76.5
1400000US06037191901,Census Tract 1919.01; Los Angeles County; California,4309,2931,883,95,571,57,687,4309,906,3403,2138,4309,68,20.5,2.2,1.6,13.3,1.3,15.9,21,79
1400000US06037191902,Census Tract 1919.02; Los Angeles County; California,2813,2184,101,27,416,0,346,2813,298,2515,1903,2813,77.6,3.6,1,1.4,14.8,0,12.3,10.6,89.4
1400000US06037192001,Census Tract 1920.01; Los Angeles County; California,2167,1678,185,77,201,0,230,2167,321,1846,1400,2167,77.4,8.5,3.6,2.8,9.3,0,10.6,14.8,85.2
1400000US06037192002,Census Tract 1920.02; Los Angeles County; California,2611,2334,100,0,231,9,174,2611,229,2382,2034,2611,89.4,3.8,0,1.6,8.8,0.3,6.7,8.8,91.2
1400000US06037192300,Census Tract 1923; Los Angeles County; California,2642,2117,71,16,431,0,488,2642,621,2021,1499,2642,80.1,2.7,0.6,0.7,16.3,0,18.5,23.5,76.5
1400000US06037192410,Census Tract 1924.10; Los Angeles County; California,4285,3045,382,23,966,0,512,4285,461,3824,2302,4285,71.1,8.9,0.5,0.5,22.5,0,11.9,10.8,89.2
1400000US06037192420,Census Tract 1924.20; Los Angeles County; California,3360,965,113,79,1334,0,1176,3360,1366,1994,488,3360,28.7,3.4,2.4,3.5,39.7,0,35,40.7,59.3
1400000US06037192510,Census Tract 1925.10; Los Angeles County; California,3991,1016,13,12,1381,6,2298,3991,2400,1591,178,3991,25.5,0.3,0.3,0.5,34.6,0.2,57.6,60.1,39.9
1400000US06037192520,Census Tract 1925.20; Los Angeles County; California,4884,1163,378,28,887,45,2649,4884,3177,1707,430,4884,23.8,7.7,0.6,0.8,18.2,0.9,54.2,65,35
1400000US06037192610,Census Tract 1926.10; Los Angeles County; California,4106,1242,228,198,627,0,2013,4106,2571,1535,659,4106,30.2,5.6,4.8,5.3,15.3,0,49,62.6,37.4
1400000US06037192620,Census Tract 1926.20; Los Angeles County; California,3362,1203,169,354,764,0,1536,3362,2176,1186,241,3362,35.8,5,10.5,6.4,22.7,0,45.7,64.7,35.3
1400000US06037192700,Census Tract 1927; Los Angeles County; California,3070,1670,147,111,387,0,1012,3070,1827,1243,743,3070,54.4,4.8,3.6,2.7,12.6,0,33,59.5,40.5
1400000US06037194101,Census Tract 1941.01; Los Angeles County; California,3273,2573,221,69,395,39,313,3273,481,2792,2112,3273,78.6,6.8,2.1,2,12.1,1.2,9.6,14.7,85.3
1400000US06037194102,Census Tract 1941.02; Los Angeles County; California,2504,1992,68,14,413,0,240,2504,328,2176,1681,2504,79.6,2.7,0.6,1,16.5,0,9.6,13.1,86.9
1400000US06037194200,Census Tract 1942; Los Angeles County; California,3378,3025,17,71,378,0,147,3378,179,3199,2746,3378,89.6,0.5,2.1,1.7,11.2,0,4.4,5.3,94.7
1400000US06037194300,Census Tract 1943; Los Angeles County; California,2887,2727,92,25,114,18,257,2887,350,2537,2303,2887,94.5,3.2,0.9,0.9,3.9,0.6,8.9,12.1,87.9
1400000US06037194401,Census Tract 1944.01; Los Angeles County; California,2613,1948,243,63,344,28,281,2613,446,2167,1555,2613,74.6,9.3,2.4,2.7,13.2,1.1,10.8,17.1,82.9
1400000US06037194402,Census Tract 1944.02; Los Angeles County; California,3071,2517,134,20,398,0,112,3071,207,2864,2299,3071,82,4.4,0.7,1.1,13,0,3.6,6.7,93.3
1400000US06037194500,Census Tract 1945; Los Angeles County; California,2116,1842,125,10,225,0,70,2116,125,1991,1658,2116,87.1,5.9,0.5,0.5,10.6,0,3.3,5.9,94.1
1400000US06037195100,Census Tract 1951; Los Angeles County; California,4976,4025,177,48,886,0,428,4976,806,4170,3012,4976,80.9,3.6,1,1.2,17.8,0,8.6,16.2,83.8
1400000US06037195201,Census Tract 1952.01; Los Angeles County; California,2813,2181,57,18,365,10,460,2813,493,2320,1897,2813,77.5,2,0.6,0.7,13,0.4,16.4,17.5,82.5
1400000US06037195202,Census Tract 1952.02; Los Angeles County; California,3349,2861,67,47,292,37,602,3349,639,2710,2234,3349,85.4,2,1.4,2.2,8.7,1.1,18,19.1,80.9
1400000US06037195300,Census Tract 1953; Los Angeles County; California,2976,2163,116,56,344,7,639,2976,829,2147,1649,2976,72.7,3.9,1.9,2.1,11.6,0.2,21.5,27.9,72.1
1400000US06037195400,Census Tract 1954; Los Angeles County; California,4348,3411,334,33,401,92,744,4348,676,3672,2775,4348,78.4,7.7,0.8,0.8,9.2,2.1,17.1,15.5,84.5
1400000US06037195500,Census Tract 1955; Los Angeles County; California,5138,3460,260,88,954,19,1264,5138,1404,3734,2499,5138,67.3,5.1,1.7,1.4,18.6,0.4,24.6,27.3,72.7
1400000US06037195600,Census Tract 1956; Los Angeles County; California,2821,1398,107,61,432,18,1216,2821,1379,1442,884,2821,49.6,3.8,2.2,2.3,15.3,0.6,43.1,48.9,51.1
1400000US06037195710,Census Tract 1957.10; Los Angeles County; California,4274,2018,562,83,676,28,1587,4274,2237,2037,972,4274,47.2,13.1,1.9,1.4,15.8,0.7,37.1,52.3,47.7
1400000US06037195720,Census Tract 1957.20; Los Angeles County; California,1694,842,100,30,403,0,449,1694,544,1150,647,1694,49.7,5.9,1.8,1.5,23.8,0,26.5,32.1,67.9
1400000US06037195802,Census Tract 1958.02; Los Angeles County; California,2865,1042,30,54,827,0,1170,2865,1385,1480,613,2865,36.4,1,1.9,2.8,28.9,0,40.8,48.3,51.7
1400000US06037195803,Census Tract 1958.03; Los Angeles County; California,2328,1471,228,35,268,0,692,2328,816,1512,1048,2328,63.2,9.8,1.5,1.5,11.5,0,29.7,35.1,64.9
1400000US06037195804,Census Tract 1958.04; Los Angeles County; California,2555,1123,86,110,452,29,1099,2555,1406,1149,616,2555,44,3.4,4.3,3.3,17.7,1.1,43,55,45
1400000US06037195901,Census Tract 1959.01; Los Angeles County; California,2566,1552,86,25,426,0,696,2566,737,1829,1172,2566,60.5,3.4,1,1.1,16.6,0,27.1,28.7,71.3
1400000US06037195902,Census Tract 1959.02; Los Angeles County; California,1847,1540,23,25,313,0,342,1847,193,1654,1135,1847,83.4,1.2,1.4,1.9,16.9,0,18.5,10.4,89.6
1400000US06037195903,Census Tract 1959.03; Los Angeles County; California,1970,1028,86,186,319,0,707,1970,901,1069,682,1970,52.2,4.4,9.4,7.4,16.2,0,35.9,45.7,54.3
1400000US06037197200,Census Tract 1972; Los Angeles County; California,3639,725,148,73,1993,58,1002,3639,1248,2391,334,3639,19.9,4.1,2,2.6,54.8,1.6,27.5,34.3,65.7
1400000US06037197300,Census Tract 1973; Los Angeles County; California,3734,2691,221,114,515,30,922,3734,1195,2539,1757,3734,72.1,5.9,3.1,3,13.8,0.8,24.7,32,68
1400000US06037197410,Census Tract 1974.10; Los Angeles County; California,3805,2792,291,86,623,0,849,3805,1211,2594,1735,3805,73.4,7.6,2.3,1.8,16.4,0,22.3,31.8,68.2
1400000US06037197420,Census Tract 1974.20; Los Angeles County; California,3621,2031,423,58,471,22,1102,3621,1267,2354,1530,3621,56.1,11.7,1.6,1.1,13,0.6,30.4,35,65
1400000US06037197500,Census Tract 1975; Los Angeles County; California,3992,2356,100,67,527,12,1375,3992,1907,2085,1390,3992,59,2.5,1.7,1.9,13.2,0.3,34.4,47.8,52.2
1400000US06037197600,Census Tract 1976; Los Angeles County; California,2080,1202,14,0,188,5,1044,2080,1135,945,737,2080,57.8,0.7,0,2,9,0.2,50.2,54.6,45.4
1400000US06037197700,Census Tract 1977; Los Angeles County; California,4780,1689,198,49,2127,161,1245,4780,1434,3346,1024,4780,35.3,4.1,1,0.8,44.5,3.4,26,30,70
1400000US06037199001,Census Tract 1990.01; Los Angeles County; California,2307,550,27,51,793,0,1298,2307,1466,841,21,2307,23.8,1.2,2.2,2.4,34.4,0,56.3,63.5,36.5
1400000US06037199002,Census Tract 1990.02; Los Angeles County; California,2866,1022,19,68,716,0,1286,2866,1577,1289,556,2866,35.7,0.7,2.4,3,25,0,44.9,55,45
1400000US06037199110,Census Tract 1991.10; Los Angeles County; California,2369,995,21,273,222,0,1556,2369,1968,401,173,2369,42,0.9,11.5,6.9,9.4,0,65.7,83.1,16.9
1400000US06037199120,Census Tract 1991.20; Los Angeles County; California,3704,818,217,36,1059,26,1972,3704,2215,1489,306,3704,22.1,5.9,1,0.9,28.6,0.7,53.2,59.8,40.2
1400000US06037199201,Census Tract 1992.01; Los Angeles County; California,3592,670,41,93,1248,0,1862,3592,2251,1341,122,3592,18.7,1.1,2.6,3.2,34.7,0,51.8,62.7,37.3
1400000US06037199202,Census Tract 1992.02; Los Angeles County; California,2450,1037,49,98,323,0,1243,2450,1495,955,580,2450,42.3,2,4,4.6,13.2,0,50.7,61,39
1400000US06037199300,Census Tract 1993; Los Angeles County; California,3839,1751,122,178,961,0,1597,3839,1944,1895,811,3839,45.6,3.2,4.6,2.6,25,0,41.6,50.6,49.4
1400000US06037199400,Census Tract 1994; Los Angeles County; California,4373,913,199,58,1220,0,2334,4373,2662,1711,292,4373,20.9,4.6,1.3,1,27.9,0,53.4,60.9,39.1
1400000US06037199700,Census Tract 1997; Los Angeles County; California,2936,795,271,226,654,128,1327,2936,1732,1204,315,2936,27.1,9.2,7.7,4.9,22.3,4.4,45.2,59,41
1400000US06037199801,Census Tract 1998.01; Los Angeles County; California,3842,464,18,164,1043,110,2315,3842,2651,1191,40,3842,12.1,0.5,4.3,3.9,27.1,2.9,60.3,69,31
1400000US06037199802,Census Tract 1998.02; Los Angeles County; California,1975,381,9,70,1077,0,588,1975,763,1212,88,1975,19.3,0.5,3.5,3.9,54.5,0,29.8,38.6,61.4
1400000US06037199900,Census Tract 1999; Los Angeles County; California,2295,454,0,19,457,0,1492,2295,1749,546,48,2295,19.8,0,0.8,0.8,19.9,0,65,76.2,23.8
1400000US06037201110,Census Tract 2011.10; Los Angeles County; California,2279,1110,52,44,194,0,1387,2279,1710,569,323,2279,48.7,2.3,1.9,2.1,8.5,0,60.9,75,25
1400000US06037201120,Census Tract 2011.20; Los Angeles County; California,3843,1855,122,380,412,17,2034,3843,2958,885,458,3843,48.3,3.2,9.9,6.7,10.7,0.4,52.9,77,23
1400000US06037201200,Census Tract 2012; Los Angeles County; California,2677,1220,0,126,231,0,1793,2677,2143,534,259,2677,45.6,0,4.7,4.4,8.6,0,67,80.1,19.9
1400000US06037201301,Census Tract 2013.01; Los Angeles County; California,3403,1520,234,93,692,0,1310,3403,2047,1356,423,3403,44.7,6.9,2.7,2.6,20.3,0,38.5,60.2,39.8
1400000US06037201302,Census Tract 2013.02; Los Angeles County; California,4083,1527,542,25,1999,0,662,4083,774,3309,811,4083,37.4,13.3,0.6,1,49,0,16.2,19,81
1400000US06037201401,Census Tract 2014.01; Los Angeles County; California,4177,1474,187,89,543,0,2652,4177,3205,972,395,4177,35.3,4.5,2.1,2.2,13,0,63.5,76.7,23.3
1400000US06037201402,Census Tract 2014.02; Los Angeles County; California,4113,2429,0,87,687,0,1842,4113,3138,975,307,4113,59.1,0,2.1,1.7,16.7,0,44.8,76.3,23.7
1400000US06037201501,Census Tract 2015.01; Los Angeles County; California,5468,1583,314,267,779,0,3327,5468,3914,1554,461,5468,29,5.7,4.9,3,14.2,0,60.8,71.6,28.4
1400000US06037201503,Census Tract 2015.03; Los Angeles County; California,3133,1324,102,185,207,0,2141,3133,2622,511,234,3133,42.3,3.3,5.9,5.6,6.6,0,68.3,83.7,16.3
