"﻿""GEO_ID""",NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0081E,DP05_0082E,DP05_0033PE,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0071PM,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0081PE
Geography,Geographic Area Name,Estimate!!Race alone or in combination with one or more other races!!Total population,Estimate!!Race alone or in combination with one or more other races!!Total population!!White,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!Race alone or in combination with one or more other races!!Total population!!Some Other Race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent!!RACE!!Total population,Percent!!Race alone or in combination with one or more other races!!Total population!!White,Percent!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Percent!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent!!Race alone or in combination with one or more other races!!Total population!!Asian,Percent!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Percent!!Race alone or in combination with one or more other races!!Total population!!Some Other Race,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
0500000US06037,"Los Angeles County, California",9848406,5010533,927348,266083,1689402,57803,3644809,9848406,4753369,5095037,2477324,9848406,50.9,9.4,2.7,0.1,17.2,0.6,37,48.3,51.7
1400000US06037404702,Census Tract 4047.02; Los Angeles County; California,4792,1850,77,166,1527,0,2091,4792,3090,1702,113,4792,38.6,1.6,3.5,2.7,31.9,0,43.6,64.5,35.5
1400000US06037404703,Census Tract 4047.03; Los Angeles County; California,3209,838,90,98,614,7,2079,3209,2488,721,38,3209,26.1,2.8,3.1,2.7,19.1,0.2,64.8,77.5,22.5
1400000US06037404804,Census Tract 4048.04; Los Angeles County; California,4223,2364,17,297,852,0,2137,4223,3126,1097,268,4223,56,0.4,7,5.3,20.2,0,50.6,74,26
1400000US06037404805,Census Tract 4048.05; Los Angeles County; California,2922,1445,0,15,791,0,1428,2922,2052,870,99,2922,49.5,0,0.5,0.9,27.1,0,48.9,70.2,29.8
1400000US06037404806,Census Tract 4048.06; Los Angeles County; California,5842,2151,83,250,1151,0,3172,5842,4409,1433,214,5842,36.8,1.4,4.3,3,19.7,0,54.3,75.5,24.5
1400000US06037404901,Census Tract 4049.01; Los Angeles County; California,5363,1857,16,456,1206,0,2884,5363,3931,1432,109,5363,34.6,0.3,8.5,4.1,22.5,0,53.8,73.3,26.7
1400000US06037404902,Census Tract 4049.02; Los Angeles County; California,3343,959,38,225,1128,0,1671,3343,2113,1230,99,3343,28.7,1.1,6.7,4.6,33.7,0,50,63.2,36.8
1400000US06037404903,Census Tract 4049.03; Los Angeles County; California,2677,1014,37,239,802,0,1175,2677,1772,905,64,2677,37.9,1.4,8.9,6.5,30,0,43.9,66.2,33.8
1400000US06037405001,Census Tract 4050.01; Los Angeles County; California,5366,2003,99,872,974,33,3221,5366,4189,1177,136,5366,37.3,1.8,16.3,9.1,18.2,0.6,60,78.1,21.9
1400000US06037405002,Census Tract 4050.02; Los Angeles County; California,3271,1851,49,238,388,0,1872,3271,2730,541,106,3271,56.6,1.5,7.3,6.5,11.9,0,57.2,83.5,16.5
1400000US06037405101,Census Tract 4051.01; Los Angeles County; California,5368,2034,55,604,1762,37,2676,5368,3424,1944,148,5368,37.9,1,11.3,10.3,32.8,0.7,49.9,63.8,36.2
1400000US06037405102,Census Tract 4051.02; Los Angeles County; California,4850,1650,180,244,1279,0,2645,4850,3354,1496,71,4850,34,3.7,5,3.8,26.4,0,54.5,69.2,30.8
1400000US06037405201,Census Tract 4052.01; Los Angeles County; California,5421,2868,29,428,987,0,2322,5421,4240,1181,162,5421,52.9,0.5,7.9,4.9,18.2,0,42.8,78.2,21.8
1400000US06037405202,Census Tract 4052.02; Los Angeles County; California,4208,1425,55,437,958,0,2188,4208,3119,1089,84,4208,33.9,1.3,10.4,6,22.8,0,52,74.1,25.9
1400000US06037405203,Census Tract 4052.03; Los Angeles County; California,3038,1087,62,103,695,4,1774,3038,2101,937,278,3038,35.8,2,3.4,5,22.9,0.1,58.4,69.2,30.8
1400000US06037405301,Census Tract 4053.01; Los Angeles County; California,2977,1503,59,234,760,0,1080,2977,1774,1203,457,2977,50.5,2,7.9,4,25.5,0,36.3,59.6,40.4
1400000US06037405302,Census Tract 4053.02; Los Angeles County; California,5688,2642,250,441,1087,0,3007,5688,3811,1877,630,5688,46.4,4.4,7.8,4.8,19.1,0,52.9,67,33
1400000US06037405400,Census Tract 4054; Los Angeles County; California,5027,2622,174,182,681,110,2528,5027,3665,1362,457,5027,52.2,3.5,3.6,3.2,13.5,2.2,50.3,72.9,27.1
1400000US06037405500,Census Tract 4055; Los Angeles County; California,6207,2741,207,455,1264,0,3104,6207,4328,1879,603,6207,44.2,3.3,7.3,5.5,20.4,0,50,69.7,30.3
1400000US06037405600,Census Tract 4056; Los Angeles County; California,5748,2402,176,348,1478,13,2570,5748,3656,2092,421,5748,41.8,3.1,6.1,4.8,25.7,0.2,44.7,63.6,36.4
1400000US06037405701,Census Tract 4057.01; Los Angeles County; California,3637,1701,237,130,867,30,1542,3637,2179,1458,438,3637,46.8,6.5,3.6,3.7,23.8,0.8,42.4,59.9,40.1
1400000US06037405702,Census Tract 4057.02; Los Angeles County; California,5159,2699,136,94,1065,17,2630,5159,3184,1975,689,5159,52.3,2.6,1.8,1.9,20.6,0.3,51,61.7,38.3
1400000US06037405800,Census Tract 4058; Los Angeles County; California,5514,2350,231,55,1018,75,2417,5514,3637,1877,677,5514,42.6,4.2,1,0.9,18.5,1.4,43.8,66,34
1400000US06037405900,Census Tract 4059; Los Angeles County; California,4217,2582,94,265,700,6,1578,4217,2786,1431,720,4217,61.2,2.2,6.3,5.7,16.6,0.1,37.4,66.1,33.9
1400000US06037406000,Census Tract 4060; Los Angeles County; California,5235,2786,263,19,714,122,2761,5235,3318,1917,816,5235,53.2,5,0.4,0.4,13.6,2.3,52.7,63.4,36.6
1400000US06037406101,Census Tract 4061.01; Los Angeles County; California,3206,2249,105,83,512,41,1650,3206,2077,1129,610,3206,70.1,3.3,2.6,2.6,16,1.3,51.5,64.8,35.2
1400000US06037406103,Census Tract 4061.03; Los Angeles County; California,8008,4401,737,208,942,90,3110,8008,4938,3070,1558,8008,55,9.2,2.6,2.2,11.8,1.1,38.8,61.7,38.3
1400000US06037406201,Census Tract 4062.01; Los Angeles County; California,3655,1675,139,128,847,3,1593,3655,2380,1275,179,3655,45.8,3.8,3.5,3.9,23.2,0.1,43.6,65.1,34.9
1400000US06037406300,Census Tract 4063; Los Angeles County; California,5730,2332,49,283,2206,3,1661,5730,2238,3492,1087,5730,40.7,0.9,4.9,4.2,38.5,0.1,29,39.1,60.9
1400000US06037406413,Census Tract 4064.13; Los Angeles County; California,6398,2408,198,159,1886,0,2833,6398,3315,3083,917,6398,37.6,3.1,2.5,1.8,29.5,0,44.3,51.8,48.2
1400000US06037406500,Census Tract 4065; Los Angeles County; California,7917,2483,181,78,2819,224,4188,7917,4367,3550,427,7917,31.4,2.3,1,1.3,35.6,2.8,52.9,55.2,44.8
1400000US06037406601,Census Tract 4066.01; Los Angeles County; California,5037,1812,288,36,1726,19,1634,5037,2273,2764,690,5037,36,5.7,0.7,0.8,34.3,0.4,32.4,45.1,54.9
1400000US06037406602,Census Tract 4066.02; Los Angeles County; California,4676,1396,127,129,957,0,2853,4676,3168,1508,463,4676,29.9,2.7,2.8,2.2,20.5,0,61,67.8,32.2
1400000US06037406701,Census Tract 4067.01; Los Angeles County; California,3198,1102,293,35,557,0,2006,3198,2193,1005,159,3198,34.5,9.2,1.1,0.9,17.4,0,62.7,68.6,31.4
1400000US06037406702,Census Tract 4067.02; Los Angeles County; California,7019,2551,209,409,1899,26,2871,7019,3706,3313,1274,7019,36.3,3,5.8,7.4,27.1,0.4,40.9,52.8,47.2
1400000US06037406801,Census Tract 4068.01; Los Angeles County; California,4972,2178,342,197,1114,30,1931,4972,3118,1854,485,4972,43.8,6.9,4,3.4,22.4,0.6,38.8,62.7,37.3
1400000US06037406903,Census Tract 4069.03; Los Angeles County; California,7307,2918,254,133,1064,44,4255,7307,5890,1417,183,7307,39.9,3.5,1.8,2.3,14.6,0.6,58.2,80.6,19.4
1400000US06037407001,Census Tract 4070.01; Los Angeles County; California,5934,2450,26,272,683,0,3334,5934,5030,904,200,5934,41.3,0.4,4.6,4.9,11.5,0,56.2,84.8,15.2
1400000US06037407002,Census Tract 4070.02; Los Angeles County; California,3372,1236,18,65,423,25,2096,3372,2832,540,96,3372,36.7,0.5,1.9,1.8,12.5,0.7,62.2,84,16
1400000US06037407101,Census Tract 4071.01; Los Angeles County; California,4315,1158,36,137,501,0,3072,4315,3776,539,59,4315,26.8,0.8,3.2,3.2,11.6,0,71.2,87.5,12.5
1400000US06037407102,Census Tract 4071.02; Los Angeles County; California,5415,1714,8,132,802,9,3281,5415,4500,915,71,5415,31.7,0.1,2.4,1.5,14.8,0.2,60.6,83.1,16.9
1400000US06037407201,Census Tract 4072.01; Los Angeles County; California,3425,1354,92,57,457,0,2124,3425,2881,544,75,3425,39.5,2.7,1.7,1.9,13.3,0,62,84.1,15.9
1400000US06037407202,Census Tract 4072.02; Los Angeles County; California,3082,1051,15,528,288,0,1836,3082,2371,711,142,3082,34.1,0.5,17.1,12.7,9.3,0,59.6,76.9,23.1
1400000US06037407301,Census Tract 4073.01; Los Angeles County; California,3752,1833,64,92,900,0,1743,3752,2623,1129,157,3752,48.9,1.7,2.5,2.9,24,0,46.5,69.9,30.1
1400000US06037407302,Census Tract 4073.02; Los Angeles County; California,3593,2172,252,134,413,0,1466,3593,2908,685,94,3593,60.5,7,3.7,3.6,11.5,0,40.8,80.9,19.1
1400000US06037407400,Census Tract 4074; Los Angeles County; California,1848,476,51,79,549,22,882,1848,1184,664,58,1848,25.8,2.8,4.3,4.3,29.7,1.2,47.7,64.1,35.9
1400000US06037407501,Census Tract 4075.01; Los Angeles County; California,4241,1816,46,45,1063,102,2025,4241,2938,1303,121,4241,42.8,1.1,1.1,1.1,25.1,2.4,47.7,69.3,30.7
1400000US06037407502,Census Tract 4075.02; Los Angeles County; California,3905,1349,50,182,464,0,2615,3905,3297,608,196,3905,34.5,1.3,4.7,2.8,11.9,0,67,84.4,15.6
1400000US06037407601,Census Tract 4076.01; Los Angeles County; California,4203,968,75,24,797,0,3139,4203,3281,922,88,4203,23,1.8,0.6,0.7,19,0,74.7,78.1,21.9
1400000US06037407602,Census Tract 4076.02; Los Angeles County; California,4026,1412,217,40,452,5,2738,4026,3087,939,248,4026,35.1,5.4,1,0.8,11.2,0.1,68,76.7,23.3
1400000US06037407701,Census Tract 4077.01; Los Angeles County; California,4418,1362,169,34,826,0,2790,4418,3404,1014,59,4418,30.8,3.8,0.8,0.9,18.7,0,63.2,77,23
1400000US06037407702,Census Tract 4077.02; Los Angeles County; California,6536,2658,40,401,1235,0,3179,6536,4866,1670,191,6536,40.7,0.6,6.1,3.2,18.9,0,48.6,74.4,25.6
1400000US06037407801,Census Tract 4078.01; Los Angeles County; California,5148,1769,208,203,1060,0,2599,5148,3235,1913,659,5148,34.4,4,3.9,3.1,20.6,0,50.5,62.8,37.2
1400000US06037407802,Census Tract 4078.02; Los Angeles County; California,3207,1099,106,144,603,45,1640,3207,2359,848,130,3207,34.3,3.3,4.5,3.7,18.8,1.4,51.1,73.6,26.4
1400000US06037407901,Census Tract 4079.01; Los Angeles County; California,4317,2407,104,122,651,0,2518,4317,3163,1154,386,4317,55.8,2.4,2.8,2.8,15.1,0,58.3,73.3,26.7
1400000US06037407902,Census Tract 4079.02; Los Angeles County; California,1632,446,62,73,807,24,538,1632,733,899,92,1632,27.3,3.8,4.5,4.7,49.4,1.5,33,44.9,55.1
1400000US06037408003,Census Tract 4080.03; Los Angeles County; California,4687,974,232,131,1252,0,2600,4687,2970,1717,186,4687,20.8,4.9,2.8,1.9,26.7,0,55.5,63.4,36.6
1400000US06037408004,Census Tract 4080.04; Los Angeles County; California,2414,686,479,0,800,20,823,2414,1000,1414,174,2414,28.4,19.8,0,1.7,33.1,0.8,34.1,41.4,58.6
1400000US06037408005,Census Tract 4080.05; Los Angeles County; California,5367,1831,244,118,2142,20,1752,5367,2435,2932,667,5367,34.1,4.5,2.2,2.1,39.9,0.4,32.6,45.4,54.6
1400000US06037408006,Census Tract 4080.06; Los Angeles County; California,3878,855,30,74,2140,8,1073,3878,1459,2419,266,3878,22,0.8,1.9,2.7,55.2,0.2,27.7,37.6,62.4
1400000US06037408133,Census Tract 4081.33; Los Angeles County; California,5988,1259,888,91,1621,8,2825,5988,3278,2710,229,5988,21,14.8,1.5,1.1,27.1,0.1,47.2,54.7,45.3
1400000US06037408134,Census Tract 4081.34; Los Angeles County; California,2641,893,42,35,1510,6,596,2641,870,1771,276,2641,33.8,1.6,1.3,1.8,57.2,0.2,22.6,32.9,67.1
1400000US06037408135,Census Tract 4081.35; Los Angeles County; California,4336,1194,142,29,2723,0,791,4336,1284,3052,377,4336,27.5,3.3,0.7,0.7,62.8,0,18.2,29.6,70.4
1400000US06037408136,Census Tract 4081.36; Los Angeles County; California,3718,1098,394,81,1426,19,1458,3718,1740,1978,235,3718,29.5,10.6,2.2,2.3,38.4,0.5,39.2,46.8,53.2
1400000US06037408137,Census Tract 4081.37; Los Angeles County; California,4099,889,332,4,1745,195,1597,4099,1754,2345,190,4099,21.7,8.1,0.1,0.2,42.6,4.8,39,42.8,57.2
1400000US06037408138,Census Tract 4081.38; Los Angeles County; California,4889,2246,231,100,426,0,3125,4889,4367,522,177,4889,45.9,4.7,2,2.8,8.7,0,63.9,89.3,10.7
1400000US06037408139,Census Tract 4081.39; Los Angeles County; California,4478,1074,1,36,627,6,3293,4478,3843,635,7,4478,24,0,0.8,1.2,14,0.1,73.5,85.8,14.2
1400000US06037408140,Census Tract 4081.40; Los Angeles County; California,3409,754,15,50,232,0,2835,3409,3183,226,25,3409,22.1,0.4,1.5,1.9,6.8,0,83.2,93.4,6.6
1400000US06037408141,Census Tract 4081.41; Los Angeles County; California,4075,1329,109,30,645,0,2734,4075,3314,761,79,4075,32.6,2.7,0.7,2.1,15.8,0,67.1,81.3,18.7
1400000US06037408212,Census Tract 4082.12; Los Angeles County; California,4750,550,78,25,2756,0,1603,4750,1788,2962,223,4750,11.6,1.6,0.5,1,58,0,33.7,37.6,62.4
1400000US06037408213,Census Tract 4082.13; Los Angeles County; California,5787,618,199,267,3345,135,1604,5787,2003,3784,273,5787,10.7,3.4,4.6,7,57.8,2.3,27.7,34.6,65.4
1400000US06037408301,Census Tract 4083.01; Los Angeles County; California,5923,2039,62,122,574,0,4203,5923,5151,772,142,5923,34.4,1,2.1,2.8,9.7,0,71,87,13
1400000US06037408302,Census Tract 4083.02; Los Angeles County; California,3350,1073,169,122,280,0,2273,3350,2661,689,257,3350,32,5,3.6,3.9,8.4,0,67.9,79.4,20.6
1400000US06037408303,Census Tract 4083.03; Los Angeles County; California,4228,2208,26,118,662,0,2710,4228,3224,1004,284,4228,52.2,0.6,2.8,2.6,15.7,0,64.1,76.3,23.7
1400000US06037408401,Census Tract 4084.01; Los Angeles County; California,4352,1358,12,62,1194,120,1986,4352,2771,1581,360,4352,31.2,0.3,1.4,1.4,27.4,2.8,45.6,63.7,36.3
1400000US06037408402,Census Tract 4084.02; Los Angeles County; California,6286,3153,141,101,1530,41,2602,6286,3314,2972,1463,6286,50.2,2.2,1.6,1.3,24.3,0.7,41.4,52.7,47.3
1400000US06037408503,Census Tract 4085.03; Los Angeles County; California,6923,3002,85,28,2959,268,1850,6923,2554,4369,1054,6923,43.4,1.2,0.4,0.5,42.7,3.9,26.7,36.9,63.1
1400000US06037408504,Census Tract 4085.04; Los Angeles County; California,5418,1656,38,265,1949,3,2365,5418,2866,2552,643,5418,30.6,0.7,4.9,3.4,36,0.1,43.7,52.9,47.1
1400000US06037408505,Census Tract 4085.05; Los Angeles County; California,2373,716,38,38,1261,0,572,2373,873,1500,210,2373,30.2,1.6,1.6,1.7,53.1,0,24.1,36.8,63.2
1400000US06037408623,Census Tract 4086.23; Los Angeles County; California,3117,713,167,28,2094,8,366,3117,445,2672,400,3117,22.9,5.4,0.9,1.2,67.2,0.3,11.7,14.3,85.7
1400000US06037408624,Census Tract 4086.24; Los Angeles County; California,3054,839,59,61,1789,0,394,3054,753,2301,485,3054,27.5,1.9,2,3.4,58.6,0,12.9,24.7,75.3
1400000US06037408625,Census Tract 4086.25; Los Angeles County; California,3873,1142,52,14,2010,0,1056,3873,1436,2437,464,3873,29.5,1.3,0.4,0.6,51.9,0,27.3,37.1,62.9
1400000US06037408626,Census Tract 4086.26; Los Angeles County; California,3778,417,230,0,2700,0,569,3778,632,3146,218,3778,11,6.1,0,1.1,71.5,0,15.1,16.7,83.3
1400000US06037408627,Census Tract 4086.27; Los Angeles County; California,2626,460,25,30,1851,3,383,2626,548,2078,229,2626,17.5,1,1.1,1.5,70.5,0.1,14.6,20.9,79.1
1400000US06037408628,Census Tract 4086.28; Los Angeles County; California,5591,1045,51,26,3683,0,955,5591,1536,4055,299,5591,18.7,0.9,0.5,0.5,65.9,0,17.1,27.5,72.5
1400000US06037408629,Census Tract 4086.29; Los Angeles County; California,3069,795,123,98,1539,84,873,3069,1020,2049,383,3069,25.9,4,3.2,2.8,50.1,2.7,28.4,33.2,66.8
1400000US06037408631,Census Tract 4086.31; Los Angeles County; California,5014,1734,8,329,1969,0,1828,5014,2457,2557,547,5014,34.6,0.2,6.6,6.5,39.3,0,36.5,49,51
1400000US06037408703,Census Tract 4087.03; Los Angeles County; California,5547,1082,57,58,4179,9,703,5547,844,4703,483,5547,19.5,1,1,1.4,75.3,0.2,12.7,15.2,84.8
1400000US06037408705,Census Tract 4087.05; Los Angeles County; California,5540,852,22,22,4108,0,775,5540,979,4561,411,5540,15.4,0.4,0.4,0.4,74.2,0,14,17.7,82.3
1400000US06037408707,Census Tract 4087.07; Los Angeles County; California,6507,1362,70,16,4869,23,348,6507,731,5776,867,6507,20.9,1.1,0.2,0.3,74.8,0.4,5.3,11.2,88.8
1400000US06037408722,Census Tract 4087.22; Los Angeles County; California,4244,958,2,59,2745,0,1084,4244,1161,3083,396,4244,22.6,0,1.4,2,64.7,0,25.5,27.4,72.6
1400000US06037408724,Census Tract 4087.24; Los Angeles County; California,5435,513,39,36,1521,37,3459,5435,3766,1669,73,5435,9.4,0.7,0.7,0.7,28,0.7,63.6,69.3,30.7
1400000US06037408725,Census Tract 4087.25; Los Angeles County; California,5854,1436,198,118,3318,55,1169,5854,1840,4014,459,5854,24.5,3.4,2,1.6,56.7,0.9,20,31.4,68.6
1400000US06037408800,Census Tract 4088; Los Angeles County; California,4759,1783,680,194,561,53,2306,4759,3189,1570,437,4759,37.5,14.3,4.1,2.7,11.8,1.1,48.5,67,33
1400000US06037408900,Census Tract 4089; Los Angeles County; California,5529,4004,300,213,786,0,1484,5529,1951,3578,2274,5529,72.4,5.4,3.9,2.6,14.2,0,26.8,35.3,64.7
1400000US06037409000,Census Tract 4090; Los Angeles County; California,7610,4251,453,629,480,0,4533,7610,5732,1878,1052,7610,55.9,6,8.3,5.1,6.3,0,59.6,75.3,24.7
1400000US06037409100,Census Tract 4091; Los Angeles County; California,5576,2273,137,115,1667,34,2435,5576,3415,2161,391,5576,40.8,2.5,2.1,1.6,29.9,0.6,43.7,61.2,38.8
1400000US06037430003,Census Tract 4300.03; Los Angeles County; California,4848,3135,163,71,1107,75,1014,4848,1757,3091,1749,4848,64.7,3.4,1.5,1.5,22.8,1.5,20.9,36.2,63.8
1400000US06037430004,Census Tract 4300.04; Los Angeles County; California,3331,2020,287,0,501,0,1223,3331,1556,1775,981,3331,60.6,8.6,0,1.3,15,0,36.7,46.7,53.3
1400000US06037430005,Census Tract 4300.05; Los Angeles County; California,3822,1388,383,291,1462,8,1039,3822,1760,2062,503,3822,36.3,10,7.6,5.4,38.3,0.2,27.2,46,54
1400000US06037430101,Census Tract 4301.01; Los Angeles County; California,5018,3064,469,48,828,0,1664,5018,2445,2573,1316,5018,61.1,9.3,1,1.5,16.5,0,33.2,48.7,51.3
1400000US06037430102,Census Tract 4301.02; Los Angeles County; California,4902,2068,61,38,720,54,2888,4902,3571,1331,518,4902,42.2,1.2,0.8,0.8,14.7,1.1,58.9,72.8,27.2
1400000US06037430200,Census Tract 4302; Los Angeles County; California,1041,703,26,7,301,1,101,1041,128,913,602,1041,67.5,2.5,0.7,0.8,28.9,0.1,9.7,12.3,87.7
1400000US06037430301,Census Tract 4303.01; Los Angeles County; California,4694,3737,62,0,1038,0,896,4694,1102,3592,2493,4694,79.6,1.3,0,0.9,22.1,0,19.1,23.5,76.5
1400000US06037430302,Census Tract 4303.02; Los Angeles County; California,4859,3656,163,108,839,118,913,4859,1148,3711,2616,4859,75.2,3.4,2.2,2.3,17.3,2.4,18.8,23.6,76.4
1400000US06037430400,Census Tract 4304; Los Angeles County; California,4267,1649,56,54,2382,0,377,4267,775,3492,1032,4267,38.6,1.3,1.3,1.5,55.8,0,8.8,18.2,81.8
1400000US06037430501,Census Tract 4305.01; Los Angeles County; California,4526,3306,510,88,722,42,474,4526,595,3931,2764,4526,73,11.3,1.9,1.6,16,0.9,10.5,13.1,86.9
1400000US06037430502,Census Tract 4305.02; Los Angeles County; California,6494,4795,171,202,1492,0,572,6494,1260,5234,3379,6494,73.8,2.6,3.1,1.8,23,0,8.8,19.4,80.6
1400000US06037430600,Census Tract 4306; Los Angeles County; California,4291,1971,13,39,2480,0,354,4291,405,3886,1359,4291,45.9,0.3,0.9,1.4,57.8,0,8.2,9.4,90.6
1400000US06037430701,Census Tract 4307.01; Los Angeles County; California,5074,2501,97,219,2412,0,686,5074,1123,3951,1453,5074,49.3,1.9,4.3,6.3,47.5,0,13.5,22.1,77.9
1400000US06037430721,Census Tract 4307.21; Los Angeles County; California,3303,1363,70,90,1809,9,167,3303,544,2759,859,3303,41.3,2.1,2.7,2,54.8,0.3,5.1,16.5,83.5
1400000US06037430723,Census Tract 4307.23; Los Angeles County; California,5075,2122,159,147,2399,0,1401,5075,1465,3610,884,5075,41.8,3.1,2.9,4.5,47.3,0,27.6,28.9,71.1
1400000US06037430724,Census Tract 4307.24; Los Angeles County; California,5018,1566,28,89,2918,191,663,5018,930,4088,900,5018,31.2,0.6,1.8,1.9,58.2,3.8,13.2,18.5,81.5
1400000US06037430801,Census Tract 4308.01; Los Angeles County; California,7235,2028,441,54,4373,50,1162,7235,1733,5502,668,7235,28,6.1,0.7,1,60.4,0.7,16.1,24,76
1400000US06037430802,Census Tract 4308.02; Los Angeles County; California,4008,839,0,28,3146,26,162,4008,302,3706,538,4008,20.9,0,0.7,0.8,78.5,0.6,4,7.5,92.5
1400000US06037430803,Census Tract 4308.03; Los Angeles County; California,5079,1172,51,37,3298,15,872,5079,967,4112,690,5079,23.1,1,0.7,0.7,64.9,0.3,17.2,19,81
1400000US06037430901,Census Tract 4309.01; Los Angeles County; California,4169,2071,337,126,793,182,1910,4169,2355,1814,731,4169,49.7,8.1,3,2,19,4.4,45.8,56.5,43.5
1400000US06037430902,Census Tract 4309.02; Los Angeles County; California,5111,2649,369,48,1464,5,1656,5111,2199,2912,1073,5111,51.8,7.2,0.9,0.6,28.6,0.1,32.4,43,57
1400000US06037431002,Census Tract 4310.02; Los Angeles County; California,3072,2256,144,152,593,0,651,3072,1189,1883,1243,3072,73.4,4.7,4.9,4.1,19.3,0,21.2,38.7,61.3
1400000US06037431003,Census Tract 4310.03; Los Angeles County; California,4754,2992,611,46,649,0,1784,4754,2587,2167,876,4754,62.9,12.9,1,1.1,13.7,0,37.5,54.4,45.6
1400000US06037431004,Census Tract 4310.04; Los Angeles County; California,3343,1956,102,38,618,0,925,3343,1668,1675,985,3343,58.5,3.1,1.1,1.8,18.5,0,27.7,49.9,50.1
1400000US06037431100,Census Tract 4311; Los Angeles County; California,7321,3498,1044,212,1299,0,2804,7321,3791,3530,1183,7321,47.8,14.3,2.9,2.3,17.7,0,38.3,51.8,48.2
1400000US06037431200,Census Tract 4312; Los Angeles County; California,6459,2823,366,413,598,5,4189,6459,4806,1653,714,6459,43.7,5.7,6.4,5,9.3,0.1,64.9,74.4,25.6
1400000US06037431300,Census Tract 4313; Los Angeles County; California,2620,1378,147,122,744,0,748,2620,951,1669,758,2620,52.6,5.6,4.7,6.3,28.4,0,28.5,36.3,63.7
1400000US06037431400,Census Tract 4314; Los Angeles County; California,3770,1651,95,272,1507,54,908,3770,1334,2436,660,3770,43.8,2.5,7.2,5.2,40,1.4,24.1,35.4,64.6
1400000US06037431501,Census Tract 4315.01; Los Angeles County; California,3874,1104,38,249,1937,2,949,3874,1208,2666,669,3874,28.5,1,6.4,5.6,50,0.1,24.5,31.2,68.8
1400000US06037431502,Census Tract 4315.02; Los Angeles County; California,4531,1836,73,28,2304,17,1085,4531,1396,3135,781,4531,40.5,1.6,0.6,0.8,50.8,0.4,23.9,30.8,69.2
1400000US06037431600,Census Tract 4316; Los Angeles County; California,3913,1092,90,50,2770,18,400,3913,464,3449,600,3913,27.9,2.3,1.3,1.7,70.8,0.5,10.2,11.9,88.1
1400000US06037431701,Census Tract 4317.01; Los Angeles County; California,6323,1944,160,48,4512,17,135,6323,180,6143,1529,6323,30.7,2.5,0.8,1,71.4,0.3,2.1,2.8,97.2
1400000US06037431800,Census Tract 4318; Los Angeles County; California,5324,1784,220,87,3263,0,667,5324,647,4677,1200,5324,33.5,4.1,1.6,1.9,61.3,0,12.5,12.2,87.8
1400000US06037431900,Census Tract 4319; Los Angeles County; California,3688,1049,68,9,2547,57,340,3688,524,3164,542,3688,28.4,1.8,0.2,0.4,69.1,1.5,9.2,14.2,85.8
1400000US06037432001,Census Tract 4320.01; Los Angeles County; California,2261,563,60,42,1491,0,287,2261,338,1923,390,2261,24.9,2.7,1.9,2.4,65.9,0,12.7,14.9,85.1
1400000US06037432002,Census Tract 4320.02; Los Angeles County; California,5416,1837,82,176,3498,21,526,5416,1026,4390,934,5416,33.9,1.5,3.2,2.6,64.6,0.4,9.7,18.9,81.1
1400000US06037432101,Census Tract 4321.01; Los Angeles County; California,4756,1108,208,52,3402,51,640,4756,746,4010,473,4756,23.3,4.4,1.1,1.4,71.5,1.1,13.5,15.7,84.3
1400000US06037432102,Census Tract 4321.02; Los Angeles County; California,5479,1344,46,37,4129,0,314,5479,679,4800,663,5479,24.5,0.8,0.7,0.9,75.4,0,5.7,12.4,87.6
1400000US06037432201,Census Tract 4322.01; Los Angeles County; California,4693,805,8,79,3438,0,622,4693,575,4118,467,4693,17.2,0.2,1.7,2.5,73.3,0,13.3,12.3,87.7
1400000US06037432202,Census Tract 4322.02; Los Angeles County; California,3544,489,38,85,2344,0,778,3544,1029,2515,150,3544,13.8,1.1,2.4,3.5,66.1,0,22,29,71
