geoid,name,B01003001,"B01003001, Error"
15000US060371903032,"BG 2, Tract 1903.03, Los Angeles, CA",717,151
15000US060371904011,"BG 1, Tract 1904.01, Los Angeles, CA",1024,287
15000US060371904012,"BG 2, Tract 1904.01, Los Angeles, CA",1107,434
15000US060371904013,"BG 3, Tract 1904.01, Los Angeles, CA",653,174
15000US060371904021,"BG 1, Tract 1904.02, Los Angeles, CA",1548,249
15000US060371904022,"BG 2, Tract 1904.02, Los Angeles, CA",871,245
15000US060371905101,"BG 1, Tract 1905.10, Los Angeles, CA",2559,573
15000US060371905102,"BG 2, Tract 1905.10, Los Angeles, CA",1325,338
15000US060371905201,"BG 1, Tract 1905.20, Los Angeles, CA",1133,465
15000US060371905202,"BG 2, Tract 1905.20, Los Angeles, CA",2329,476
15000US060371907011,"BG 1, Tract 1907.01, Los Angeles, CA",705,196
15000US060371907012,"BG 2, Tract 1907.01, Los Angeles, CA",938,269
15000US060371907021,"BG 1, Tract 1907.02, Los Angeles, CA",807,290
15000US060371907022,"BG 2, Tract 1907.02, Los Angeles, CA",605,125
15000US060371908011,"BG 1, Tract 1908.01, Los Angeles, CA",1757,248
15000US060371908012,"BG 2, Tract 1908.01, Los Angeles, CA",1316,342
15000US060371908021,"BG 1, Tract 1908.02, Los Angeles, CA",1684,406
15000US060371908022,"BG 2, Tract 1908.02, Los Angeles, CA",755,254
15000US060371908023,"BG 3, Tract 1908.02, Los Angeles, CA",534,233
15000US060371909011,"BG 1, Tract 1909.01, Los Angeles, CA",456,203
15000US060371909012,"BG 2, Tract 1909.01, Los Angeles, CA",1594,386
15000US060371909013,"BG 3, Tract 1909.01, Los Angeles, CA",1370,425
15000US060371909021,"BG 1, Tract 1909.02, Los Angeles, CA",1630,518
15000US060371909022,"BG 2, Tract 1909.02, Los Angeles, CA",1695,363
15000US060371909023,"BG 3, Tract 1909.02, Los Angeles, CA",600,222
15000US060371910001,"BG 1, Tract 1910, Los Angeles, CA",1010,331
15000US060371910002,"BG 2, Tract 1910, Los Angeles, CA",2151,592
15000US060371910003,"BG 3, Tract 1910, Los Angeles, CA",2174,650
15000US060371911101,"BG 1, Tract 1911.10, Los Angeles, CA",2656,259
15000US060371911102,"BG 2, Tract 1911.10, Los Angeles, CA",1152,463
15000US060371911201,"BG 1, Tract 1911.20, Los Angeles, CA",1931,418
15000US060371911202,"BG 2, Tract 1911.20, Los Angeles, CA",1845,496
15000US060371912011,"BG 1, Tract 1912.01, Los Angeles, CA",2068,437
15000US060371912012,"BG 2, Tract 1912.01, Los Angeles, CA",3654,494
15000US060371912031,"BG 1, Tract 1912.03, Los Angeles, CA",1350,226
15000US060371912032,"BG 2, Tract 1912.03, Los Angeles, CA",660,316
15000US060371912041,"BG 1, Tract 1912.04, Los Angeles, CA",1532,241
15000US060371913011,"BG 1, Tract 1913.01, Los Angeles, CA",1130,324
15000US060371913012,"BG 2, Tract 1913.01, Los Angeles, CA",947,160
15000US060371913021,"BG 1, Tract 1913.02, Los Angeles, CA",755,213
15000US060371913022,"BG 2, Tract 1913.02, Los Angeles, CA",1070,254
15000US060371914101,"BG 1, Tract 1914.10, Los Angeles, CA",1564,320
15000US060371914102,"BG 2, Tract 1914.10, Los Angeles, CA",1799,322
15000US060371914201,"BG 1, Tract 1914.20, Los Angeles, CA",2297,1080
15000US060371914202,"BG 2, Tract 1914.20, Los Angeles, CA",768,297
15000US060371915001,"BG 1, Tract 1915, Los Angeles, CA",1179,399
15000US060371915002,"BG 2, Tract 1915, Los Angeles, CA",1787,459
15000US060371915003,"BG 3, Tract 1915, Los Angeles, CA",2525,700
15000US060371916101,"BG 1, Tract 1916.10, Los Angeles, CA",1731,431
15000US060371916102,"BG 2, Tract 1916.10, Los Angeles, CA",1922,474
15000US060371916201,"BG 1, Tract 1916.20, Los Angeles, CA",2773,647
15000US060371917101,"BG 1, Tract 1917.10, Los Angeles, CA",756,268
15000US060371917102,"BG 2, Tract 1917.10, Los Angeles, CA",1813,476
15000US060371917201,"BG 1, Tract 1917.20, Los Angeles, CA",1674,366
15000US060371917202,"BG 2, Tract 1917.20, Los Angeles, CA",1734,481
15000US060371918101,"BG 1, Tract 1918.10, Los Angeles, CA",826,314
15000US060371918102,"BG 2, Tract 1918.10, Los Angeles, CA",993,302
15000US060371918103,"BG 3, Tract 1918.10, Los Angeles, CA",961,361
15000US060371918201,"BG 1, Tract 1918.20, Los Angeles, CA",1886,387
15000US060371918202,"BG 2, Tract 1918.20, Los Angeles, CA",957,279
15000US060371918203,"BG 3, Tract 1918.20, Los Angeles, CA",934,297
15000US060371919011,"BG 1, Tract 1919.01, Los Angeles, CA",1793,546
15000US060371919012,"BG 2, Tract 1919.01, Los Angeles, CA",2516,693
15000US060371919021,"BG 1, Tract 1919.02, Los Angeles, CA",1501,211
15000US060371919022,"BG 2, Tract 1919.02, Los Angeles, CA",1312,340
15000US060371920011,"BG 1, Tract 1920.01, Los Angeles, CA",652,205
15000US060371920012,"BG 2, Tract 1920.01, Los Angeles, CA",1515,309
15000US060371920021,"BG 1, Tract 1920.02, Los Angeles, CA",604,182
15000US060371920022,"BG 2, Tract 1920.02, Los Angeles, CA",1052,321
15000US060371920023,"BG 3, Tract 1920.02, Los Angeles, CA",955,265
15000US060371923001,"BG 1, Tract 1923, Los Angeles, CA",932,411
15000US060371923002,"BG 2, Tract 1923, Los Angeles, CA",705,256
15000US060371923003,"BG 3, Tract 1923, Los Angeles, CA",1005,321
15000US060371924101,"BG 1, Tract 1924.10, Los Angeles, CA",1064,285
15000US060371924102,"BG 2, Tract 1924.10, Los Angeles, CA",1015,231
15000US060371924103,"BG 3, Tract 1924.10, Los Angeles, CA",993,609
15000US060371924104,"BG 4, Tract 1924.10, Los Angeles, CA",1213,465
15000US060371924201,"BG 1, Tract 1924.20, Los Angeles, CA",1505,548
15000US060371924202,"BG 2, Tract 1924.20, Los Angeles, CA",1855,416
15000US060371925101,"BG 1, Tract 1925.10, Los Angeles, CA",1693,391
15000US060371925102,"BG 2, Tract 1925.10, Los Angeles, CA",2298,776
15000US060371925201,"BG 1, Tract 1925.20, Los Angeles, CA",3298,622
15000US060371925202,"BG 2, Tract 1925.20, Los Angeles, CA",1586,445
15000US060371926101,"BG 1, Tract 1926.10, Los Angeles, CA",1342,391
15000US060371926102,"BG 2, Tract 1926.10, Los Angeles, CA",847,386
15000US060371926103,"BG 3, Tract 1926.10, Los Angeles, CA",1917,556
15000US060371926201,"BG 1, Tract 1926.20, Los Angeles, CA",1789,442
15000US060371926202,"BG 2, Tract 1926.20, Los Angeles, CA",1573,398
15000US060371927001,"BG 1, Tract 1927, Los Angeles, CA",1411,406
15000US060371927002,"BG 2, Tract 1927, Los Angeles, CA",1659,356
15000US060371941011,"BG 1, Tract 1941.01, Los Angeles, CA",884,382
15000US060371941012,"BG 2, Tract 1941.01, Los Angeles, CA",2389,428
15000US060371941021,"BG 1, Tract 1941.02, Los Angeles, CA",1034,303
15000US060371941022,"BG 2, Tract 1941.02, Los Angeles, CA",969,357
15000US060371941023,"BG 3, Tract 1941.02, Los Angeles, CA",501,190
15000US060371942001,"BG 1, Tract 1942, Los Angeles, CA",950,298
15000US060371942002,"BG 2, Tract 1942, Los Angeles, CA",942,506
15000US060371942003,"BG 3, Tract 1942, Los Angeles, CA",1486,448
15000US060371943001,"BG 1, Tract 1943, Los Angeles, CA",934,292
15000US060371943002,"BG 2, Tract 1943, Los Angeles, CA",1011,480
15000US060371943003,"BG 3, Tract 1943, Los Angeles, CA",942,225
15000US060371944011,"BG 1, Tract 1944.01, Los Angeles, CA",1554,324
15000US060371944012,"BG 2, Tract 1944.01, Los Angeles, CA",1059,261
15000US060371944021,"BG 1, Tract 1944.02, Los Angeles, CA",944,300
15000US060371944022,"BG 2, Tract 1944.02, Los Angeles, CA",1186,287
15000US060371944023,"BG 3, Tract 1944.02, Los Angeles, CA",941,263
15000US060371945001,"BG 1, Tract 1945, Los Angeles, CA",799,165
15000US060371945002,"BG 2, Tract 1945, Los Angeles, CA",1317,220
15000US060371951001,"BG 1, Tract 1951, Los Angeles, CA",1203,370
15000US060371951002,"BG 2, Tract 1951, Los Angeles, CA",595,207
15000US060371951003,"BG 3, Tract 1951, Los Angeles, CA",1592,434
15000US060371951004,"BG 4, Tract 1951, Los Angeles, CA",1586,445
15000US060371952011,"BG 1, Tract 1952.01, Los Angeles, CA",1498,285
15000US060371952012,"BG 2, Tract 1952.01, Los Angeles, CA",1315,286
15000US060371952021,"BG 1, Tract 1952.02, Los Angeles, CA",745,249
15000US060371952022,"BG 2, Tract 1952.02, Los Angeles, CA",1347,354
15000US060371952023,"BG 3, Tract 1952.02, Los Angeles, CA",1257,312
15000US060371953001,"BG 1, Tract 1953, Los Angeles, CA",583,207
15000US060371953002,"BG 2, Tract 1953, Los Angeles, CA",1184,343
15000US060371953003,"BG 3, Tract 1953, Los Angeles, CA",1209,223
15000US060371954001,"BG 1, Tract 1954, Los Angeles, CA",916,281
15000US060371954002,"BG 2, Tract 1954, Los Angeles, CA",898,369
15000US060371954003,"BG 3, Tract 1954, Los Angeles, CA",810,336
15000US060371954004,"BG 4, Tract 1954, Los Angeles, CA",1724,516
15000US060371955001,"BG 1, Tract 1955, Los Angeles, CA",1851,407
15000US060371955002,"BG 2, Tract 1955, Los Angeles, CA",1105,462
15000US060371955003,"BG 3, Tract 1955, Los Angeles, CA",1215,568
15000US060371955004,"BG 4, Tract 1955, Los Angeles, CA",967,409
15000US060371956001,"BG 1, Tract 1956, Los Angeles, CA",331,209
15000US060371956002,"BG 2, Tract 1956, Los Angeles, CA",791,409
15000US060371956003,"BG 3, Tract 1956, Los Angeles, CA",582,205
15000US060371956004,"BG 4, Tract 1956, Los Angeles, CA",1117,302
15000US060371957101,"BG 1, Tract 1957.10, Los Angeles, CA",1122,354
15000US060371957102,"BG 2, Tract 1957.10, Los Angeles, CA",1579,335
15000US060371957103,"BG 3, Tract 1957.10, Los Angeles, CA",1573,453
15000US060371957201,"BG 1, Tract 1957.20, Los Angeles, CA",876,168
15000US060371957202,"BG 2, Tract 1957.20, Los Angeles, CA",818,142
15000US060371958021,"BG 1, Tract 1958.02, Los Angeles, CA",1193,279
15000US060371958022,"BG 2, Tract 1958.02, Los Angeles, CA",1672,309
15000US060371958031,"BG 1, Tract 1958.03, Los Angeles, CA",1342,258
15000US060371958032,"BG 2, Tract 1958.03, Los Angeles, CA",986,164
15000US060371958041,"BG 1, Tract 1958.04, Los Angeles, CA",938,325
15000US060371958042,"BG 2, Tract 1958.04, Los Angeles, CA",1617,336
15000US060371959011,"BG 1, Tract 1959.01, Los Angeles, CA",2566,361
15000US060371959021,"BG 1, Tract 1959.02, Los Angeles, CA",945,402
15000US060371959022,"BG 2, Tract 1959.02, Los Angeles, CA",902,160
15000US060371959031,"BG 1, Tract 1959.03, Los Angeles, CA",1253,281
15000US060371959032,"BG 2, Tract 1959.03, Los Angeles, CA",717,169
15000US060371972001,"BG 1, Tract 1972, Los Angeles, CA",1623,527
15000US060371972002,"BG 2, Tract 1972, Los Angeles, CA",1382,370
15000US060371972003,"BG 3, Tract 1972, Los Angeles, CA",634,378
15000US060371973001,"BG 1, Tract 1973, Los Angeles, CA",1584,330
15000US060371973002,"BG 2, Tract 1973, Los Angeles, CA",922,368
15000US060371973003,"BG 3, Tract 1973, Los Angeles, CA",1228,395
15000US060371974101,"BG 1, Tract 1974.10, Los Angeles, CA",1447,344
15000US060371974102,"BG 2, Tract 1974.10, Los Angeles, CA",1355,383
15000US060371974103,"BG 3, Tract 1974.10, Los Angeles, CA",1003,379
15000US060371974201,"BG 1, Tract 1974.20, Los Angeles, CA",1798,397
15000US060371974202,"BG 2, Tract 1974.20, Los Angeles, CA",1823,385
15000US060371975001,"BG 1, Tract 1975, Los Angeles, CA",1559,297
15000US060371975002,"BG 2, Tract 1975, Los Angeles, CA",1261,377
15000US060371975003,"BG 3, Tract 1975, Los Angeles, CA",1172,526
15000US060371976001,"BG 1, Tract 1976, Los Angeles, CA",430,237
15000US060371976002,"BG 2, Tract 1976, Los Angeles, CA",1650,471
15000US060371977001,"BG 1, Tract 1977, Los Angeles, CA",2102,402
15000US060371977002,"BG 2, Tract 1977, Los Angeles, CA",888,316
15000US060371977003,"BG 3, Tract 1977, Los Angeles, CA",1790,477
15000US060371990011,"BG 1, Tract 1990.01, Los Angeles, CA",2307,543
15000US060371990021,"BG 1, Tract 1990.02, Los Angeles, CA",941,316
15000US060371990022,"BG 2, Tract 1990.02, Los Angeles, CA",1925,448
15000US060371991101,"BG 1, Tract 1991.10, Los Angeles, CA",960,351
15000US060371991102,"BG 2, Tract 1991.10, Los Angeles, CA",1409,488
15000US060371991201,"BG 1, Tract 1991.20, Los Angeles, CA",2390,472
15000US060371991202,"BG 2, Tract 1991.20, Los Angeles, CA",1314,401
15000US060371992011,"BG 1, Tract 1992.01, Los Angeles, CA",514,332
15000US060371992012,"BG 2, Tract 1992.01, Los Angeles, CA",1671,440
15000US060371992013,"BG 3, Tract 1992.01, Los Angeles, CA",1407,424
15000US060371992021,"BG 1, Tract 1992.02, Los Angeles, CA",957,231
15000US060371992022,"BG 2, Tract 1992.02, Los Angeles, CA",1493,426
15000US060371993001,"BG 1, Tract 1993, Los Angeles, CA",1178,297
15000US060371993002,"BG 2, Tract 1993, Los Angeles, CA",2661,604
15000US060371994001,"BG 1, Tract 1994, Los Angeles, CA",754,390
15000US060371994002,"BG 2, Tract 1994, Los Angeles, CA",1501,412
15000US060371994003,"BG 3, Tract 1994, Los Angeles, CA",2118,736
15000US060371997001,"BG 1, Tract 1997, Los Angeles, CA",1034,285
15000US060371997002,"BG 2, Tract 1997, Los Angeles, CA",1902,418
15000US060371998011,"BG 1, Tract 1998.01, Los Angeles, CA",2271,582
15000US060371998012,"BG 2, Tract 1998.01, Los Angeles, CA",1571,438
15000US060371998021,"BG 1, Tract 1998.02, Los Angeles, CA",974,211
15000US060371998022,"BG 2, Tract 1998.02, Los Angeles, CA",1001,269
15000US060371999001,"BG 1, Tract 1999, Los Angeles, CA",1468,353
15000US060371999002,"BG 2, Tract 1999, Los Angeles, CA",827,224
15000US060372011101,"BG 1, Tract 2011.10, Los Angeles, CA",876,219
15000US060372011102,"BG 2, Tract 2011.10, Los Angeles, CA",1403,248
15000US060372011201,"BG 1, Tract 2011.20, Los Angeles, CA",1843,498
15000US060372011202,"BG 2, Tract 2011.20, Los Angeles, CA",1218,428
15000US060372011203,"BG 3, Tract 2011.20, Los Angeles, CA",782,393
15000US060372012001,"BG 1, Tract 2012, Los Angeles, CA",2677,350
15000US060372013011,"BG 1, Tract 2013.01, Los Angeles, CA",1509,305
15000US060372013012,"BG 2, Tract 2013.01, Los Angeles, CA",1894,784
15000US060372013021,"BG 1, Tract 2013.02, Los Angeles, CA",1222,540
15000US060372013022,"BG 2, Tract 2013.02, Los Angeles, CA",1263,284
15000US060372013023,"BG 3, Tract 2013.02, Los Angeles, CA",1598,304
15000US060372014011,"BG 1, Tract 2014.01, Los Angeles, CA",2620,372
15000US060372014012,"BG 2, Tract 2014.01, Los Angeles, CA",1557,647
15000US060372014021,"BG 1, Tract 2014.02, Los Angeles, CA",2369,649
15000US060372014022,"BG 2, Tract 2014.02, Los Angeles, CA",780,340
15000US060372014023,"BG 3, Tract 2014.02, Los Angeles, CA",964,347
15000US060372015011,"BG 1, Tract 2015.01, Los Angeles, CA",1234,436
15000US060372015012,"BG 2, Tract 2015.01, Los Angeles, CA",931,291
15000US060372015013,"BG 3, Tract 2015.01, Los Angeles, CA",1455,473
15000US060372015014,"BG 4, Tract 2015.01, Los Angeles, CA",1848,470
15000US060372015031,"BG 1, Tract 2015.03, Los Angeles, CA",1607,375
15000US060372015032,"BG 2, Tract 2015.03, Los Angeles, CA",1526,521
15000US060372015041,"BG 1, Tract 2015.04, Los Angeles, CA",2063,323
15000US060372016011,"BG 1, Tract 2016.01, Los Angeles, CA",2310,355
15000US060372016021,"BG 1, Tract 2016.02, Los Angeles, CA",794,169
15000US060372016022,"BG 2, Tract 2016.02, Los Angeles, CA",1373,674
15000US060372016023,"BG 3, Tract 2016.02, Los Angeles, CA",599,183
15000US060372017001,"BG 1, Tract 2017, Los Angeles, CA",2136,356
15000US060372017002,"BG 2, Tract 2017, Los Angeles, CA",1419,319
15000US060372017003,"BG 3, Tract 2017, Los Angeles, CA",1573,526
15000US060372031001,"BG 1, Tract 2031, Los Angeles, CA",1005,512
15000US060372031002,"BG 2, Tract 2031, Los Angeles, CA",1760,631
15000US060372031003,"BG 3, Tract 2031, Los Angeles, CA",1537,369
15000US060372032001,"BG 1, Tract 2032, Los Angeles, CA",1401,621
15000US060372032002,"BG 2, Tract 2032, Los Angeles, CA",2595,907
15000US060372032003,"BG 3, Tract 2032, Los Angeles, CA",999,371
15000US060372033001,"BG 1, Tract 2033, Los Angeles, CA",2105,253
15000US060372035001,"BG 1, Tract 2035, Los Angeles, CA",781,310
15000US060372035002,"BG 2, Tract 2035, Los Angeles, CA",1346,407
15000US060372035003,"BG 3, Tract 2035, Los Angeles, CA",704,262
15000US060372036011,"BG 1, Tract 2036.01, Los Angeles, CA",1090,371
15000US060372036012,"BG 2, Tract 2036.01, Los Angeles, CA",1574,362
15000US060372036021,"BG 1, Tract 2036.02, Los Angeles, CA",1964,334
15000US060372037101,"BG 1, Tract 2037.10, Los Angeles, CA",2098,404
15000US060372037102,"BG 2, Tract 2037.10, Los Angeles, CA",1359,365
15000US060372037201,"BG 1, Tract 2037.20, Los Angeles, CA",2031,513
15000US060372037202,"BG 2, Tract 2037.20, Los Angeles, CA",1525,519
15000US060372038001,"BG 1, Tract 2038, Los Angeles, CA",988,654
15000US060372038002,"BG 2, Tract 2038, Los Angeles, CA",1298,661
15000US060372038003,"BG 3, Tract 2038, Los Angeles, CA",1387,695
15000US060372038004,"BG 4, Tract 2038, Los Angeles, CA",1144,672
15000US060372039001,"BG 1, Tract 2039, Los Angeles, CA",970,328
15000US060372039002,"BG 2, Tract 2039, Los Angeles, CA",1869,590
15000US060372041101,"BG 1, Tract 2041.10, Los Angeles, CA",1010,329
15000US060372041102,"BG 2, Tract 2041.10, Los Angeles, CA",488,256
15000US060372041103,"BG 3, Tract 2041.10, Los Angeles, CA",1365,534
15000US060372041201,"BG 1, Tract 2041.20, Los Angeles, CA",1188,619
15000US060372041202,"BG 2, Tract 2041.20, Los Angeles, CA",1292,225
15000US060372042001,"BG 1, Tract 2042, Los Angeles, CA",1883,703
15000US060372042002,"BG 2, Tract 2042, Los Angeles, CA",1434,358
15000US060372043001,"BG 1, Tract 2043, Los Angeles, CA",2762,969
15000US060372043002,"BG 2, Tract 2043, Los Angeles, CA",500,247
15000US060372043003,"BG 3, Tract 2043, Los Angeles, CA",1611,329
15000US060372044101,"BG 1, Tract 2044.10, Los Angeles, CA",1283,382
15000US060372044102,"BG 2, Tract 2044.10, Los Angeles, CA",1184,394
15000US060372044201,"BG 1, Tract 2044.20, Los Angeles, CA",2191,477
15000US060372044202,"BG 2, Tract 2044.20, Los Angeles, CA",910,346
15000US060372046001,"BG 1, Tract 2046, Los Angeles, CA",2203,734
15000US060372046002,"BG 2, Tract 2046, Los Angeles, CA",1751,583
15000US060372047001,"BG 1, Tract 2047, Los Angeles, CA",1969,546
15000US060372047002,"BG 2, Tract 2047, Los Angeles, CA",1171,387
15000US060372047003,"BG 3, Tract 2047, Los Angeles, CA",1384,505
15000US060372048101,"BG 1, Tract 2048.10, Los Angeles, CA",2412,575
15000US060372048102,"BG 2, Tract 2048.10, Los Angeles, CA",703,291
15000US060372048103,"BG 3, Tract 2048.10, Los Angeles, CA",1817,832
15000US060372048201,"BG 1, Tract 2048.20, Los Angeles, CA",1033,355
15000US060372048202,"BG 2, Tract 2048.20, Los Angeles, CA",1033,248
15000US060372049101,"BG 1, Tract 2049.10, Los Angeles, CA",1918,626
15000US060372049102,"BG 2, Tract 2049.10, Los Angeles, CA",1438,291
15000US060372049201,"BG 1, Tract 2049.20, Los Angeles, CA",1667,399
15000US060372049202,"BG 2, Tract 2049.20, Los Angeles, CA",792,235
15000US060372051101,"BG 1, Tract 2051.10, Los Angeles, CA",2625,506
15000US060372051102,"BG 2, Tract 2051.10, Los Angeles, CA",1065,343
15000US060372051201,"BG 1, Tract 2051.20, Los Angeles, CA",2501,584
15000US060372051202,"BG 2, Tract 2051.20, Los Angeles, CA",908,341
15000US060372060101,"BG 1, Tract 2060.10, Los Angeles, CA",2231,418
15000US060372060102,"BG 2, Tract 2060.10, Los Angeles, CA",1259,510
15000US060372060201,"BG 1, Tract 2060.20, Los Angeles, CA",8179,350
15000US060372060501,"BG 1, Tract 2060.50, Los Angeles, CA",2290,509
15000US060372060511,"BG 1, Tract 2060.51, Los Angeles, CA",558,204
15000US060372060512,"BG 2, Tract 2060.51, Los Angeles, CA",977,356
15000US060372060521,"BG 1, Tract 2060.52, Los Angeles, CA",3153,546
15000US060372060531,"BG 1, Tract 2060.53, Los Angeles, CA",794,391
15000US060372060532,"BG 2, Tract 2060.53, Los Angeles, CA",2263,538
15000US060372060541,"BG 1, Tract 2060.54, Los Angeles, CA",2456,383
15000US060372062011,"BG 1, Tract 2062.01, Los Angeles, CA",443,128
15000US060372062012,"BG 2, Tract 2062.01, Los Angeles, CA",1684,460
15000US060372062021,"BG 1, Tract 2062.02, Los Angeles, CA",1711,224
15000US060372063011,"BG 1, Tract 2063.01, Los Angeles, CA",1991,228
15000US060372063021,"BG 1, Tract 2063.02, Los Angeles, CA",1432,143
15000US060372063022,"BG 2, Tract 2063.02, Los Angeles, CA",472,199
15000US060372063031,"BG 1, Tract 2063.03, Los Angeles, CA",2430,227
15000US060372071011,"BG 1, Tract 2071.01, Los Angeles, CA",1929,595
15000US060372071012,"BG 2, Tract 2071.01, Los Angeles, CA",1923,525
15000US060372071021,"BG 1, Tract 2071.02, Los Angeles, CA",3340,465
15000US060372071031,"BG 1, Tract 2071.03, Los Angeles, CA",964,282
15000US060372071032,"BG 2, Tract 2071.03, Los Angeles, CA",1148,198
15000US060372073031,"BG 1, Tract 2073.03, Los Angeles, CA",1390,420
15000US060372073032,"BG 2, Tract 2073.03, Los Angeles, CA",969,319
15000US060372073041,"BG 1, Tract 2073.04, Los Angeles, CA",1058,330
15000US060372073042,"BG 2, Tract 2073.04, Los Angeles, CA",1300,508
15000US060372073051,"BG 1, Tract 2073.05, Los Angeles, CA",959,208
15000US060372073061,"BG 1, Tract 2073.06, Los Angeles, CA",1146,281
15000US060372073062,"BG 2, Tract 2073.06, Los Angeles, CA",1079,306
15000US060372073071,"BG 1, Tract 2073.07, Los Angeles, CA",1439,284
15000US060372073081,"BG 1, Tract 2073.08, Los Angeles, CA",1229,258
15000US060372074001,"BG 1, Tract 2074, Los Angeles, CA",2273,500
15000US060372075011,"BG 1, Tract 2075.01, Los Angeles, CA",1489,317
15000US060372075012,"BG 2, Tract 2075.01, Los Angeles, CA",617,199
15000US060372075021,"BG 1, Tract 2075.02, Los Angeles, CA",1584,351
15000US060372075022,"BG 2, Tract 2075.02, Los Angeles, CA",2322,450
15000US060372077111,"BG 1, Tract 2077.11, Los Angeles, CA",2627,322
15000US060372077121,"BG 1, Tract 2077.12, Los Angeles, CA",3633,689
15000US060372077122,"BG 2, Tract 2077.12, Los Angeles, CA",1294,403
15000US060372079011,"BG 1, Tract 2079.01, Los Angeles, CA",1548,480
15000US060372079012,"BG 2, Tract 2079.01, Los Angeles, CA",2253,536
15000US060372079021,"BG 1, Tract 2079.02, Los Angeles, CA",5996,804
15000US060372079022,"BG 2, Tract 2079.02, Los Angeles, CA",1358,366
15000US060372080011,"BG 1, Tract 2080.01, Los Angeles, CA",2581,354
15000US060372080021,"BG 1, Tract 2080.02, Los Angeles, CA",1635,637
15000US060372080022,"BG 2, Tract 2080.02, Los Angeles, CA",2406,698
15000US060372083011,"BG 1, Tract 2083.01, Los Angeles, CA",1693,307
15000US060372083021,"BG 1, Tract 2083.02, Los Angeles, CA",710,234
15000US060372083022,"BG 2, Tract 2083.02, Los Angeles, CA",1048,369
15000US060372083023,"BG 3, Tract 2083.02, Los Angeles, CA",2957,745
15000US060372084011,"BG 1, Tract 2084.01, Los Angeles, CA",1796,481
15000US060372084012,"BG 2, Tract 2084.01, Los Angeles, CA",2056,563
15000US060372084021,"BG 1, Tract 2084.02, Los Angeles, CA",1249,445
15000US060372084022,"BG 2, Tract 2084.02, Los Angeles, CA",1267,241
15000US060372085011,"BG 1, Tract 2085.01, Los Angeles, CA",1085,312
15000US060372085012,"BG 2, Tract 2085.01, Los Angeles, CA",1373,419
15000US060372085021,"BG 1, Tract 2085.02, Los Angeles, CA",1139,307
15000US060372085022,"BG 2, Tract 2085.02, Los Angeles, CA",1312,344
15000US060372085023,"BG 3, Tract 2085.02, Los Angeles, CA",1350,518
15000US060372086101,"BG 1, Tract 2086.10, Los Angeles, CA",1808,493
15000US060372086102,"BG 2, Tract 2086.10, Los Angeles, CA",2469,588
15000US060372086201,"BG 1, Tract 2086.20, Los Angeles, CA",942,384
15000US060372086202,"BG 2, Tract 2086.20, Los Angeles, CA",1429,379
15000US060372086203,"BG 3, Tract 2086.20, Los Angeles, CA",1629,439
15000US060372087101,"BG 1, Tract 2087.10, Los Angeles, CA",2709,632
15000US060372087102,"BG 2, Tract 2087.10, Los Angeles, CA",2186,597
15000US060372087201,"BG 1, Tract 2087.20, Los Angeles, CA",2084,476
15000US060372087202,"BG 2, Tract 2087.20, Los Angeles, CA",1322,495
15000US060372088011,"BG 1, Tract 2088.01, Los Angeles, CA",1992,487
15000US060372088012,"BG 2, Tract 2088.01, Los Angeles, CA",1376,284
15000US060372088021,"BG 1, Tract 2088.02, Los Angeles, CA",1780,711
15000US060372088022,"BG 2, Tract 2088.02, Los Angeles, CA",992,252
15000US060372089021,"BG 1, Tract 2089.02, Los Angeles, CA",1436,414
15000US060372089022,"BG 2, Tract 2089.02, Los Angeles, CA",963,360
15000US060372089031,"BG 1, Tract 2089.03, Los Angeles, CA",2858,862
15000US060372089032,"BG 2, Tract 2089.03, Los Angeles, CA",961,353
15000US060372089041,"BG 1, Tract 2089.04, Los Angeles, CA",1808,385
15000US060372089042,"BG 2, Tract 2089.04, Los Angeles, CA",1782,562
15000US060372091031,"BG 1, Tract 2091.03, Los Angeles, CA",1233,365
15000US060372091032,"BG 2, Tract 2091.03, Los Angeles, CA",1993,527
15000US060372091041,"BG 1, Tract 2091.04, Los Angeles, CA",2567,286
15000US060372091051,"BG 1, Tract 2091.05, Los Angeles, CA",3153,727
15000US060372091061,"BG 1, Tract 2091.06, Los Angeles, CA",2101,382
15000US060372092011,"BG 1, Tract 2092.01, Los Angeles, CA",3298,448
15000US060372092021,"BG 1, Tract 2092.02, Los Angeles, CA",1410,304
15000US060372093001,"BG 1, Tract 2093, Los Angeles, CA",1643,447
15000US060372093002,"BG 2, Tract 2093, Los Angeles, CA",1989,499
15000US060372093003,"BG 3, Tract 2093, Los Angeles, CA",1302,300
15000US060372094011,"BG 1, Tract 2094.01, Los Angeles, CA",2359,499
15000US060372094012,"BG 2, Tract 2094.01, Los Angeles, CA",1330,388
15000US060372094021,"BG 1, Tract 2094.02, Los Angeles, CA",1748,477
15000US060372094022,"BG 2, Tract 2094.02, Los Angeles, CA",2354,766
15000US060372094031,"BG 1, Tract 2094.03, Los Angeles, CA",1759,354
15000US060372094032,"BG 2, Tract 2094.03, Los Angeles, CA",2962,1600
15000US060372095101,"BG 1, Tract 2095.10, Los Angeles, CA",871,261
15000US060372095102,"BG 2, Tract 2095.10, Los Angeles, CA",1785,365
15000US060372095201,"BG 1, Tract 2095.20, Los Angeles, CA",1456,383
15000US060372095202,"BG 2, Tract 2095.20, Los Angeles, CA",917,352
