geoid,name,B01003001,"B01003001, Error"
15000US060371197002,"BG 2, Tract 1197, Los Angeles, CA",1078,335
15000US060371197003,"BG 3, Tract 1197, Los Angeles, CA",1545,494
15000US060371198011,"BG 1, Tract 1198.01, Los Angeles, CA",1335,328
15000US060371198012,"BG 2, Tract 1198.01, Los Angeles, CA",1367,258
15000US060371198021,"BG 1, Tract 1198.02, Los Angeles, CA",1739,619
15000US060371198022,"BG 2, Tract 1198.02, Los Angeles, CA",1355,594
15000US060371199001,"BG 1, Tract 1199, Los Angeles, CA",1135,583
15000US060371199002,"BG 2, Tract 1199, Los Angeles, CA",1973,774
15000US060371199003,"BG 3, Tract 1199, Los Angeles, CA",1395,378
15000US060371200101,"BG 1, Tract 1200.10, Los Angeles, CA",1766,429
15000US060371200102,"BG 2, Tract 1200.10, Los Angeles, CA",877,259
15000US060371200201,"BG 1, Tract 1200.20, Los Angeles, CA",2069,497
15000US060371200202,"BG 2, Tract 1200.20, Los Angeles, CA",1904,471
15000US060371200301,"BG 1, Tract 1200.30, Los Angeles, CA",2576,346
15000US060371201031,"BG 1, Tract 1201.03, Los Angeles, CA",833,231
15000US060371201032,"BG 2, Tract 1201.03, Los Angeles, CA",2046,408
15000US060371201041,"BG 1, Tract 1201.04, Los Angeles, CA",2603,413
15000US060371201051,"BG 1, Tract 1201.05, Los Angeles, CA",1639,343
15000US060371201052,"BG 2, Tract 1201.05, Los Angeles, CA",1116,299
15000US060371201061,"BG 1, Tract 1201.06, Los Angeles, CA",1150,353
15000US060371201062,"BG 2, Tract 1201.06, Los Angeles, CA",1276,402
15000US060371201063,"BG 3, Tract 1201.06, Los Angeles, CA",1856,643
15000US060371201071,"BG 1, Tract 1201.07, Los Angeles, CA",1743,410
15000US060371201072,"BG 2, Tract 1201.07, Los Angeles, CA",2387,729
15000US060371201081,"BG 1, Tract 1201.08, Los Angeles, CA",2102,458
15000US060371201082,"BG 2, Tract 1201.08, Los Angeles, CA",2456,498
15000US060371203001,"BG 1, Tract 1203, Los Angeles, CA",846,306
15000US060371203002,"BG 2, Tract 1203, Los Angeles, CA",1697,674
15000US060371203003,"BG 3, Tract 1203, Los Angeles, CA",1240,459
15000US060371203004,"BG 4, Tract 1203, Los Angeles, CA",1686,576
15000US060371204001,"BG 1, Tract 1204, Los Angeles, CA",2418,580
15000US060371204002,"BG 2, Tract 1204, Los Angeles, CA",1978,930
15000US060371204003,"BG 3, Tract 1204, Los Angeles, CA",1424,572
15000US060371210101,"BG 1, Tract 1210.10, Los Angeles, CA",847,408
15000US060371210102,"BG 2, Tract 1210.10, Los Angeles, CA",1422,594
15000US060371210103,"BG 3, Tract 1210.10, Los Angeles, CA",848,467
15000US060371210104,"BG 4, Tract 1210.10, Los Angeles, CA",2096,654
15000US060371210201,"BG 1, Tract 1210.20, Los Angeles, CA",1994,508
15000US060371210202,"BG 2, Tract 1210.20, Los Angeles, CA",1487,527
15000US060371211011,"BG 1, Tract 1211.01, Los Angeles, CA",1508,483
15000US060371211012,"BG 2, Tract 1211.01, Los Angeles, CA",1837,399
15000US060371211021,"BG 1, Tract 1211.02, Los Angeles, CA",610,197
15000US060371211022,"BG 2, Tract 1211.02, Los Angeles, CA",736,193
15000US060371211023,"BG 3, Tract 1211.02, Los Angeles, CA",908,307
15000US060371212101,"BG 1, Tract 1212.10, Los Angeles, CA",2112,572
15000US060371212102,"BG 2, Tract 1212.10, Los Angeles, CA",1056,230
15000US060371212211,"BG 1, Tract 1212.21, Los Angeles, CA",603,220
15000US060371212212,"BG 2, Tract 1212.21, Los Angeles, CA",1444,295
15000US060371212221,"BG 1, Tract 1212.22, Los Angeles, CA",1835,626
15000US060371212222,"BG 2, Tract 1212.22, Los Angeles, CA",1139,618
15000US060371212223,"BG 3, Tract 1212.22, Los Angeles, CA",2137,477
15000US060371216001,"BG 1, Tract 1216, Los Angeles, CA",1884,317
15000US060371216002,"BG 2, Tract 1216, Los Angeles, CA",720,311
15000US060371218011,"BG 1, Tract 1218.01, Los Angeles, CA",2690,736
15000US060371218012,"BG 2, Tract 1218.01, Los Angeles, CA",1612,345
15000US060371218021,"BG 1, Tract 1218.02, Los Angeles, CA",1184,279
15000US060371218022,"BG 2, Tract 1218.02, Los Angeles, CA",2008,402
15000US060371219001,"BG 1, Tract 1219, Los Angeles, CA",1148,339
15000US060371219002,"BG 2, Tract 1219, Los Angeles, CA",2181,621
15000US060371220001,"BG 1, Tract 1220, Los Angeles, CA",2007,492
15000US060371220002,"BG 2, Tract 1220, Los Angeles, CA",2352,696
15000US060371220003,"BG 3, Tract 1220, Los Angeles, CA",967,555
15000US060371221201,"BG 1, Tract 1221.20, Los Angeles, CA",1835,515
15000US060371221202,"BG 2, Tract 1221.20, Los Angeles, CA",2552,560
15000US060371221211,"BG 1, Tract 1221.21, Los Angeles, CA",1766,460
15000US060371221212,"BG 2, Tract 1221.21, Los Angeles, CA",960,306
15000US060371221221,"BG 1, Tract 1221.22, Los Angeles, CA",979,543
15000US060371221222,"BG 2, Tract 1221.22, Los Angeles, CA",1583,398
15000US060371222001,"BG 1, Tract 1222, Los Angeles, CA",1752,388
15000US060371222002,"BG 2, Tract 1222, Los Angeles, CA",1873,378
15000US060371224101,"BG 1, Tract 1224.10, Los Angeles, CA",3014,633
15000US060371224102,"BG 2, Tract 1224.10, Los Angeles, CA",1069,356
15000US060371224201,"BG 1, Tract 1224.20, Los Angeles, CA",1398,511
15000US060371224202,"BG 2, Tract 1224.20, Los Angeles, CA",2005,911
15000US060371224203,"BG 3, Tract 1224.20, Los Angeles, CA",1925,579
15000US060371230101,"BG 1, Tract 1230.10, Los Angeles, CA",2360,586
15000US060371230102,"BG 2, Tract 1230.10, Los Angeles, CA",1468,402
15000US060371230201,"BG 1, Tract 1230.20, Los Angeles, CA",1679,448
15000US060371230202,"BG 2, Tract 1230.20, Los Angeles, CA",1125,361
15000US060371231031,"BG 1, Tract 1231.03, Los Angeles, CA",1351,323
15000US060371231032,"BG 2, Tract 1231.03, Los Angeles, CA",2542,529
15000US060371231041,"BG 1, Tract 1231.04, Los Angeles, CA",1069,351
15000US060371231042,"BG 2, Tract 1231.04, Los Angeles, CA",1562,584
15000US060371231043,"BG 3, Tract 1231.04, Los Angeles, CA",2069,580
15000US060371232031,"BG 1, Tract 1232.03, Los Angeles, CA",1360,448
15000US060371232032,"BG 2, Tract 1232.03, Los Angeles, CA",734,393
15000US060371232033,"BG 3, Tract 1232.03, Los Angeles, CA",832,368
15000US060371232041,"BG 1, Tract 1232.04, Los Angeles, CA",1379,638
15000US060371232042,"BG 2, Tract 1232.04, Los Angeles, CA",1954,541
15000US060371232051,"BG 1, Tract 1232.05, Los Angeles, CA",2121,767
15000US060371232052,"BG 2, Tract 1232.05, Los Angeles, CA",713,222
15000US060371232061,"BG 1, Tract 1232.06, Los Angeles, CA",2470,230
15000US060371233011,"BG 1, Tract 1233.01, Los Angeles, CA",2422,521
15000US060371233012,"BG 2, Tract 1233.01, Los Angeles, CA",1534,401
15000US060371233031,"BG 1, Tract 1233.03, Los Angeles, CA",1045,261
15000US060371233032,"BG 2, Tract 1233.03, Los Angeles, CA",1797,304
15000US060371233041,"BG 1, Tract 1233.04, Los Angeles, CA",2420,574
15000US060371233042,"BG 2, Tract 1233.04, Los Angeles, CA",905,350
15000US060371233043,"BG 3, Tract 1233.04, Los Angeles, CA",1110,290
15000US060371234101,"BG 1, Tract 1234.10, Los Angeles, CA",2166,606
15000US060371234102,"BG 2, Tract 1234.10, Los Angeles, CA",1303,522
15000US060371234201,"BG 1, Tract 1234.20, Los Angeles, CA",2764,764
15000US060371234202,"BG 2, Tract 1234.20, Los Angeles, CA",778,334
15000US060371234203,"BG 3, Tract 1234.20, Los Angeles, CA",911,389
15000US060371235101,"BG 1, Tract 1235.10, Los Angeles, CA",2457,529
15000US060371235102,"BG 2, Tract 1235.10, Los Angeles, CA",2195,570
15000US060371235201,"BG 1, Tract 1235.20, Los Angeles, CA",2488,350
15000US060371236011,"BG 1, Tract 1236.01, Los Angeles, CA",763,298
15000US060371236012,"BG 2, Tract 1236.01, Los Angeles, CA",2156,504
15000US060371236013,"BG 3, Tract 1236.01, Los Angeles, CA",2579,626
15000US060371236021,"BG 1, Tract 1236.02, Los Angeles, CA",1577,586
15000US060371236022,"BG 2, Tract 1236.02, Los Angeles, CA",875,308
15000US060371236023,"BG 3, Tract 1236.02, Los Angeles, CA",647,212
15000US060371237001,"BG 1, Tract 1237, Los Angeles, CA",658,317
15000US060371237002,"BG 2, Tract 1237, Los Angeles, CA",922,336
15000US060371237003,"BG 3, Tract 1237, Los Angeles, CA",901,329
15000US060371237004,"BG 4, Tract 1237, Los Angeles, CA",1346,486
15000US060371238001,"BG 1, Tract 1238, Los Angeles, CA",1323,419
15000US060371238002,"BG 2, Tract 1238, Los Angeles, CA",2336,779
15000US060371238003,"BG 3, Tract 1238, Los Angeles, CA",1893,416
15000US060371239011,"BG 1, Tract 1239.01, Los Angeles, CA",2858,701
15000US060371239012,"BG 2, Tract 1239.01, Los Angeles, CA",1511,522
15000US060371239021,"BG 1, Tract 1239.02, Los Angeles, CA",1523,427
15000US060371239022,"BG 2, Tract 1239.02, Los Angeles, CA",1235,275
15000US060371240001,"BG 1, Tract 1240, Los Angeles, CA",976,369
15000US060371240002,"BG 2, Tract 1240, Los Angeles, CA",1258,394
15000US060371240003,"BG 3, Tract 1240, Los Angeles, CA",1516,594
15000US060371240004,"BG 4, Tract 1240, Los Angeles, CA",752,313
15000US060371241021,"BG 1, Tract 1241.02, Los Angeles, CA",1990,756
15000US060371241022,"BG 2, Tract 1241.02, Los Angeles, CA",981,290
15000US060371241023,"BG 3, Tract 1241.02, Los Angeles, CA",682,176
15000US060371241031,"BG 1, Tract 1241.03, Los Angeles, CA",1891,316
15000US060371241041,"BG 1, Tract 1241.04, Los Angeles, CA",1743,298
15000US060371241042,"BG 2, Tract 1241.04, Los Angeles, CA",1034,480
15000US060371241051,"BG 1, Tract 1241.05, Los Angeles, CA",980,238
15000US060371241052,"BG 2, Tract 1241.05, Los Angeles, CA",1211,239
15000US060371242011,"BG 1, Tract 1242.01, Los Angeles, CA",1645,816
15000US060371242012,"BG 2, Tract 1242.01, Los Angeles, CA",1015,287
15000US060371242013,"BG 3, Tract 1242.01, Los Angeles, CA",785,589
15000US060371242031,"BG 1, Tract 1242.03, Los Angeles, CA",622,172
15000US060371242032,"BG 2, Tract 1242.03, Los Angeles, CA",1441,303
15000US060371242041,"BG 1, Tract 1242.04, Los Angeles, CA",1757,335
15000US060371242042,"BG 2, Tract 1242.04, Los Angeles, CA",780,320
15000US060371243001,"BG 1, Tract 1243, Los Angeles, CA",497,213
15000US060371243002,"BG 2, Tract 1243, Los Angeles, CA",1311,348
15000US060371243003,"BG 3, Tract 1243, Los Angeles, CA",1286,282
15000US060371244001,"BG 1, Tract 1244, Los Angeles, CA",1072,352
15000US060371244002,"BG 2, Tract 1244, Los Angeles, CA",1667,411
15000US060371244003,"BG 3, Tract 1244, Los Angeles, CA",1731,741
15000US060371245001,"BG 1, Tract 1245, Los Angeles, CA",1052,276
15000US060371245002,"BG 2, Tract 1245, Los Angeles, CA",1676,384
15000US060371246001,"BG 1, Tract 1246, Los Angeles, CA",568,152
15000US060371246002,"BG 2, Tract 1246, Los Angeles, CA",958,346
15000US060371246003,"BG 3, Tract 1246, Los Angeles, CA",1323,356
15000US060371247001,"BG 1, Tract 1247, Los Angeles, CA",919,365
15000US060371247002,"BG 2, Tract 1247, Los Angeles, CA",1062,527
15000US060371247003,"BG 3, Tract 1247, Los Angeles, CA",2053,689
15000US060371247004,"BG 4, Tract 1247, Los Angeles, CA",1217,465
15000US060371249021,"BG 1, Tract 1249.02, Los Angeles, CA",2193,668
15000US060371249022,"BG 2, Tract 1249.02, Los Angeles, CA",936,238
15000US060371249031,"BG 1, Tract 1249.03, Los Angeles, CA",2818,456
15000US060371249032,"BG 2, Tract 1249.03, Los Angeles, CA",1146,276
15000US060371251011,"BG 1, Tract 1251.01, Los Angeles, CA",1248,420
15000US060371251012,"BG 2, Tract 1251.01, Los Angeles, CA",2068,719
15000US060371251013,"BG 3, Tract 1251.01, Los Angeles, CA",1149,355
15000US060371251021,"BG 1, Tract 1251.02, Los Angeles, CA",1484,235
15000US060371251022,"BG 2, Tract 1251.02, Los Angeles, CA",569,224
15000US060371252001,"BG 1, Tract 1252, Los Angeles, CA",1786,446
15000US060371252002,"BG 2, Tract 1252, Los Angeles, CA",1184,335
15000US060371252003,"BG 3, Tract 1252, Los Angeles, CA",1233,414
15000US060371253101,"BG 1, Tract 1253.10, Los Angeles, CA",838,311
15000US060371253102,"BG 2, Tract 1253.10, Los Angeles, CA",723,408
15000US060371253103,"BG 3, Tract 1253.10, Los Angeles, CA",670,255
15000US060371253104,"BG 4, Tract 1253.10, Los Angeles, CA",898,511
15000US060371253105,"BG 5, Tract 1253.10, Los Angeles, CA",1041,488
15000US060371253211,"BG 1, Tract 1253.21, Los Angeles, CA",1766,378
15000US060371253212,"BG 2, Tract 1253.21, Los Angeles, CA",1074,529
15000US060371253221,"BG 1, Tract 1253.22, Los Angeles, CA",1340,327
15000US060371253222,"BG 2, Tract 1253.22, Los Angeles, CA",750,226
15000US060371254021,"BG 1, Tract 1254.02, Los Angeles, CA",1285,431
15000US060371254022,"BG 2, Tract 1254.02, Los Angeles, CA",599,269
15000US060371254023,"BG 3, Tract 1254.02, Los Angeles, CA",1937,412
15000US060371254031,"BG 1, Tract 1254.03, Los Angeles, CA",1307,461
15000US060371254032,"BG 2, Tract 1254.03, Los Angeles, CA",1287,219
15000US060371254041,"BG 1, Tract 1254.04, Los Angeles, CA",3001,462
15000US060371255011,"BG 1, Tract 1255.01, Los Angeles, CA",1647,352
15000US060371255012,"BG 2, Tract 1255.01, Los Angeles, CA",1322,309
15000US060371255021,"BG 1, Tract 1255.02, Los Angeles, CA",969,229
15000US060371255022,"BG 2, Tract 1255.02, Los Angeles, CA",1620,485
15000US060371255023,"BG 3, Tract 1255.02, Los Angeles, CA",1107,294
15000US060371256001,"BG 1, Tract 1256, Los Angeles, CA",595,173
15000US060371256002,"BG 2, Tract 1256, Los Angeles, CA",1288,372
15000US060371256003,"BG 3, Tract 1256, Los Angeles, CA",1107,326
15000US060371271021,"BG 1, Tract 1271.02, Los Angeles, CA",1162,398
15000US060371271022,"BG 2, Tract 1271.02, Los Angeles, CA",1430,474
15000US060371271023,"BG 3, Tract 1271.02, Los Angeles, CA",2700,559
15000US060371271031,"BG 1, Tract 1271.03, Los Angeles, CA",3354,605
15000US060371271041,"BG 1, Tract 1271.04, Los Angeles, CA",2329,1279
15000US060371271042,"BG 2, Tract 1271.04, Los Angeles, CA",1998,562
15000US060371272101,"BG 1, Tract 1272.10, Los Angeles, CA",1256,576
15000US060371272102,"BG 2, Tract 1272.10, Los Angeles, CA",1661,494
15000US060371272103,"BG 3, Tract 1272.10, Los Angeles, CA",2517,673
15000US060371272201,"BG 1, Tract 1272.20, Los Angeles, CA",2151,732
15000US060371272202,"BG 2, Tract 1272.20, Los Angeles, CA",807,426
15000US060371272203,"BG 3, Tract 1272.20, Los Angeles, CA",1792,390
15000US060371273001,"BG 1, Tract 1273, Los Angeles, CA",2590,724
15000US060371273002,"BG 2, Tract 1273, Los Angeles, CA",1711,480
15000US060371274001,"BG 1, Tract 1274, Los Angeles, CA",494,369
15000US060371274002,"BG 2, Tract 1274, Los Angeles, CA",1865,377
15000US060371274003,"BG 3, Tract 1274, Los Angeles, CA",2159,547
15000US060371274004,"BG 4, Tract 1274, Los Angeles, CA",1120,352
15000US060371275201,"BG 1, Tract 1275.20, Los Angeles, CA",3368,717
15000US060371275202,"BG 2, Tract 1275.20, Los Angeles, CA",1500,494
15000US060371276031,"BG 1, Tract 1276.03, Los Angeles, CA",1657,372
15000US060371276032,"BG 2, Tract 1276.03, Los Angeles, CA",1216,260
15000US060371276041,"BG 1, Tract 1276.04, Los Angeles, CA",1096,302
15000US060371276042,"BG 2, Tract 1276.04, Los Angeles, CA",2055,472
15000US060371276051,"BG 1, Tract 1276.05, Los Angeles, CA",954,582
15000US060371276052,"BG 2, Tract 1276.05, Los Angeles, CA",2728,530
15000US060371276061,"BG 1, Tract 1276.06, Los Angeles, CA",888,369
15000US060371276062,"BG 2, Tract 1276.06, Los Angeles, CA",2330,543
15000US060371277111,"BG 1, Tract 1277.11, Los Angeles, CA",2655,479
15000US060371277112,"BG 2, Tract 1277.11, Los Angeles, CA",576,255
15000US060371277121,"BG 1, Tract 1277.12, Los Angeles, CA",1992,550
15000US060371277122,"BG 2, Tract 1277.12, Los Angeles, CA",2055,778
15000US060371278031,"BG 1, Tract 1278.03, Los Angeles, CA",2228,768
15000US060371278032,"BG 2, Tract 1278.03, Los Angeles, CA",2774,554
15000US060371278041,"BG 1, Tract 1278.04, Los Angeles, CA",1134,558
15000US060371278042,"BG 2, Tract 1278.04, Los Angeles, CA",1582,345
15000US060371278043,"BG 3, Tract 1278.04, Los Angeles, CA",1717,1069
15000US060371278051,"BG 1, Tract 1278.05, Los Angeles, CA",636,165
15000US060371278052,"BG 2, Tract 1278.05, Los Angeles, CA",1752,638
15000US060371278053,"BG 3, Tract 1278.05, Los Angeles, CA",1126,403
15000US060371278061,"BG 1, Tract 1278.06, Los Angeles, CA",1787,643
15000US060371278062,"BG 2, Tract 1278.06, Los Angeles, CA",467,157
15000US060371278063,"BG 3, Tract 1278.06, Los Angeles, CA",1475,441
15000US060371279101,"BG 1, Tract 1279.10, Los Angeles, CA",1849,620
15000US060371279102,"BG 2, Tract 1279.10, Los Angeles, CA",3223,531
15000US060371279201,"BG 1, Tract 1279.20, Los Angeles, CA",2659,676
15000US060371279202,"BG 2, Tract 1279.20, Los Angeles, CA",1726,479
15000US060371281011,"BG 1, Tract 1281.01, Los Angeles, CA",1880,343
15000US060371281012,"BG 2, Tract 1281.01, Los Angeles, CA",943,331
15000US060371281021,"BG 1, Tract 1281.02, Los Angeles, CA",2023,585
15000US060371281022,"BG 2, Tract 1281.02, Los Angeles, CA",1833,458
15000US060371281023,"BG 3, Tract 1281.02, Los Angeles, CA",1036,488
15000US060371282101,"BG 1, Tract 1282.10, Los Angeles, CA",3591,794
15000US060371282102,"BG 2, Tract 1282.10, Los Angeles, CA",1409,408
15000US060371282201,"BG 1, Tract 1282.20, Los Angeles, CA",1370,394
15000US060371282202,"BG 2, Tract 1282.20, Los Angeles, CA",1622,393
15000US060371283021,"BG 1, Tract 1283.02, Los Angeles, CA",2502,639
15000US060371283022,"BG 2, Tract 1283.02, Los Angeles, CA",2057,521
15000US060371283031,"BG 1, Tract 1283.03, Los Angeles, CA",1170,378
15000US060371283032,"BG 2, Tract 1283.03, Los Angeles, CA",2262,672
15000US060371284001,"BG 1, Tract 1284, Los Angeles, CA",689,209
15000US060371284002,"BG 2, Tract 1284, Los Angeles, CA",868,318
15000US060371284003,"BG 3, Tract 1284, Los Angeles, CA",1460,371
15000US060371284004,"BG 4, Tract 1284, Los Angeles, CA",1257,404
15000US060371285001,"BG 1, Tract 1285, Los Angeles, CA",855,220
15000US060371285002,"BG 2, Tract 1285, Los Angeles, CA",1365,468
15000US060371285003,"BG 3, Tract 1285, Los Angeles, CA",1012,376
15000US060371285004,"BG 4, Tract 1285, Los Angeles, CA",1169,327
15000US060371286011,"BG 1, Tract 1286.01, Los Angeles, CA",1260,388
15000US060371286012,"BG 2, Tract 1286.01, Los Angeles, CA",2318,927
15000US060371286013,"BG 3, Tract 1286.01, Los Angeles, CA",1264,455
15000US060371286021,"BG 1, Tract 1286.02, Los Angeles, CA",824,232
15000US060371286022,"BG 2, Tract 1286.02, Los Angeles, CA",710,238
15000US060371286023,"BG 3, Tract 1286.02, Los Angeles, CA",1153,337
15000US060371287031,"BG 1, Tract 1287.03, Los Angeles, CA",2161,500
15000US060371287032,"BG 2, Tract 1287.03, Los Angeles, CA",1415,695
15000US060371287041,"BG 1, Tract 1287.04, Los Angeles, CA",1304,320
15000US060371287042,"BG 2, Tract 1287.04, Los Angeles, CA",1024,316
15000US060371288011,"BG 1, Tract 1288.01, Los Angeles, CA",1530,286
15000US060371288012,"BG 2, Tract 1288.01, Los Angeles, CA",2334,633
15000US060371288021,"BG 1, Tract 1288.02, Los Angeles, CA",1161,447
15000US060371288022,"BG 2, Tract 1288.02, Los Angeles, CA",1376,403
15000US060371288023,"BG 3, Tract 1288.02, Los Angeles, CA",1780,458
15000US060371289101,"BG 1, Tract 1289.10, Los Angeles, CA",2005,469
15000US060371289102,"BG 2, Tract 1289.10, Los Angeles, CA",1114,299
15000US060371289103,"BG 3, Tract 1289.10, Los Angeles, CA",1409,403
15000US060371310211,"BG 1, Tract 1310.21, Los Angeles, CA",1794,648
15000US060371310212,"BG 2, Tract 1310.21, Los Angeles, CA",1443,311
15000US060371310221,"BG 1, Tract 1310.22, Los Angeles, CA",1105,372
15000US060371310222,"BG 2, Tract 1310.22, Los Angeles, CA",1772,422
15000US060371310231,"BG 1, Tract 1310.23, Los Angeles, CA",2655,333
15000US060371310241,"BG 1, Tract 1310.24, Los Angeles, CA",1271,415
15000US060371310242,"BG 2, Tract 1310.24, Los Angeles, CA",2623,1083
15000US060371311001,"BG 1, Tract 1311, Los Angeles, CA",1243,267
15000US060371311002,"BG 2, Tract 1311, Los Angeles, CA",772,290
15000US060371311003,"BG 3, Tract 1311, Los Angeles, CA",1002,415
15000US060371312001,"BG 1, Tract 1312, Los Angeles, CA",1329,331
15000US060371312002,"BG 2, Tract 1312, Los Angeles, CA",1395,612
15000US060371312003,"BG 3, Tract 1312, Los Angeles, CA",957,378
15000US060371313001,"BG 1, Tract 1313, Los Angeles, CA",1068,422
15000US060371313002,"BG 2, Tract 1313, Los Angeles, CA",777,276
15000US060371313003,"BG 3, Tract 1313, Los Angeles, CA",2471,785
15000US060371314001,"BG 1, Tract 1314, Los Angeles, CA",2068,490
15000US060371314002,"BG 2, Tract 1314, Los Angeles, CA",1199,477
15000US060371314003,"BG 3, Tract 1314, Los Angeles, CA",2628,936
15000US060371316001,"BG 1, Tract 1316, Los Angeles, CA",1629,581
15000US060371316002,"BG 2, Tract 1316, Los Angeles, CA",1002,456
15000US060371316003,"BG 3, Tract 1316, Los Angeles, CA",1302,586
15000US060371316004,"BG 4, Tract 1316, Los Angeles, CA",1009,614
15000US060371317011,"BG 1, Tract 1317.01, Los Angeles, CA",2457,694
15000US060371317012,"BG 2, Tract 1317.01, Los Angeles, CA",2420,558
15000US060371317021,"BG 1, Tract 1317.02, Los Angeles, CA",2598,588
15000US060371317022,"BG 2, Tract 1317.02, Los Angeles, CA",1071,481
15000US060371318011,"BG 1, Tract 1318.01, Los Angeles, CA",2879,502
15000US060371318021,"BG 1, Tract 1318.02, Los Angeles, CA",1359,358
15000US060371318022,"BG 2, Tract 1318.02, Los Angeles, CA",978,417
15000US060371319001,"BG 1, Tract 1319, Los Angeles, CA",784,368
15000US060371319002,"BG 2, Tract 1319, Los Angeles, CA",908,496
15000US060371319003,"BG 3, Tract 1319, Los Angeles, CA",1052,370
15000US060371319004,"BG 4, Tract 1319, Los Angeles, CA",1215,421
15000US060371320011,"BG 1, Tract 1320.01, Los Angeles, CA",1027,248
15000US060371320012,"BG 2, Tract 1320.01, Los Angeles, CA",472,204
15000US060371320013,"BG 3, Tract 1320.01, Los Angeles, CA",1215,329
15000US060371320021,"BG 1, Tract 1320.02, Los Angeles, CA",1654,788
15000US060371320022,"BG 2, Tract 1320.02, Los Angeles, CA",932,308
15000US060371320023,"BG 3, Tract 1320.02, Los Angeles, CA",999,285
15000US060371321011,"BG 1, Tract 1321.01, Los Angeles, CA",1260,334
15000US060371321012,"BG 2, Tract 1321.01, Los Angeles, CA",1701,1197
15000US060371321013,"BG 3, Tract 1321.01, Los Angeles, CA",1152,403
15000US060371321021,"BG 1, Tract 1321.02, Los Angeles, CA",957,625
15000US060371321022,"BG 2, Tract 1321.02, Los Angeles, CA",902,349
15000US060371321023,"BG 3, Tract 1321.02, Los Angeles, CA",3134,683
15000US060371323011,"BG 1, Tract 1323.01, Los Angeles, CA",1975,378
15000US060371323012,"BG 2, Tract 1323.01, Los Angeles, CA",1641,668
15000US060371323021,"BG 1, Tract 1323.02, Los Angeles, CA",1560,657
15000US060371323022,"BG 2, Tract 1323.02, Los Angeles, CA",1616,542
15000US060371325011,"BG 1, Tract 1325.01, Los Angeles, CA",2250,497
15000US060371325012,"BG 2, Tract 1325.01, Los Angeles, CA",2408,767
15000US060371325021,"BG 1, Tract 1325.02, Los Angeles, CA",2153,393
15000US060371325022,"BG 2, Tract 1325.02, Los Angeles, CA",1245,343
15000US060371327001,"BG 1, Tract 1327, Los Angeles, CA",1135,452
15000US060371327002,"BG 2, Tract 1327, Los Angeles, CA",1975,377
15000US060371327003,"BG 3, Tract 1327, Los Angeles, CA",1812,508
15000US060371329001,"BG 1, Tract 1329, Los Angeles, CA",1179,258
15000US060371329002,"BG 2, Tract 1329, Los Angeles, CA",2698,695
15000US060371330001,"BG 1, Tract 1330, Los Angeles, CA",1463,615
15000US060371330002,"BG 2, Tract 1330, Los Angeles, CA",2031,450
15000US060371330003,"BG 3, Tract 1330, Los Angeles, CA",602,272
15000US060371331011,"BG 1, Tract 1331.01, Los Angeles, CA",773,189
15000US060371331012,"BG 2, Tract 1331.01, Los Angeles, CA",936,195
15000US060371331021,"BG 1, Tract 1331.02, Los Angeles, CA",2628,593
15000US060371331022,"BG 2, Tract 1331.02, Los Angeles, CA",1298,411
15000US060371340011,"BG 1, Tract 1340.01, Los Angeles, CA",1000,325
15000US060371340012,"BG 2, Tract 1340.01, Los Angeles, CA",2457,518
15000US060371340021,"BG 1, Tract 1340.02, Los Angeles, CA",988,365
15000US060371340022,"BG 2, Tract 1340.02, Los Angeles, CA",3036,689
15000US060371341011,"BG 1, Tract 1341.01, Los Angeles, CA",1703,582
15000US060371341012,"BG 2, Tract 1341.01, Los Angeles, CA",2957,596
15000US060371341031,"BG 1, Tract 1341.03, Los Angeles, CA",2155,902
15000US060371341032,"BG 2, Tract 1341.03, Los Angeles, CA",2017,483
15000US060371341041,"BG 1, Tract 1341.04, Los Angeles, CA",2171,605
15000US060371341042,"BG 2, Tract 1341.04, Los Angeles, CA",1905,540
15000US060371342011,"BG 1, Tract 1342.01, Los Angeles, CA",1065,461
15000US060371342012,"BG 2, Tract 1342.01, Los Angeles, CA",565,294
15000US060371342013,"BG 3, Tract 1342.01, Los Angeles, CA",2432,898
15000US060371343021,"BG 1, Tract 1343.02, Los Angeles, CA",1382,419
15000US060371343022,"BG 2, Tract 1343.02, Los Angeles, CA",1549,403
15000US060371343023,"BG 3, Tract 1343.02, Los Angeles, CA",1480,520
15000US060371343031,"BG 1, Tract 1343.03, Los Angeles, CA",472,269
15000US060371343032,"BG 2, Tract 1343.03, Los Angeles, CA",1400,365
15000US060371343033,"BG 3, Tract 1343.03, Los Angeles, CA",1667,463
15000US060371343034,"BG 4, Tract 1343.03, Los Angeles, CA",1916,433
15000US060371343041,"BG 1, Tract 1343.04, Los Angeles, CA",1193,237
15000US060371343042,"BG 2, Tract 1343.04, Los Angeles, CA",1670,235
15000US060371343051,"BG 1, Tract 1343.05, Los Angeles, CA",1493,572
15000US060371343052,"BG 2, Tract 1343.05, Los Angeles, CA",688,289
15000US060371343053,"BG 3, Tract 1343.05, Los Angeles, CA",1512,473
15000US060371343061,"BG 1, Tract 1343.06, Los Angeles, CA",1673,638
15000US060371343062,"BG 2, Tract 1343.06, Los Angeles, CA",2026,430
15000US060371344211,"BG 1, Tract 1344.21, Los Angeles, CA",1865,570
15000US060371344212,"BG 2, Tract 1344.21, Los Angeles, CA",1433,499
